,textstring
198.1,man is papauer de man is drygherleye de eyne hefft. witte blomen de is de beste in der spise. vnde in dat lyff to nut ten de is kolt vnde vucht in dem anderen grade. so secht platearius ock auicenna secundo canone.  de andere man hefft rode rosen vnde het swart man de is gud to artze dighe auer nicht also in dat lyff to nuttende vnde is kolt vnde droge in deme drydden grade. wente in dat verde grad.  de drydde man hefft bleycke rode blade. vnde ys wilt man he wasset gherne vp deme velde mank deme ghersten vnde heytet mouck also secht ysiderus libro ethimoloyarum vnde dyascori des.  garden man sat bouen veir iar olt de en doch nicht to seygende hoff man machstu seygen na den ersten achte dagen des nigen him mel manen edder na veffteyn daghen des manen.  kanstu nicht slapen so menghe wid man sad ed der beyde wyt. vnde swart man sad myd deme witten van dem eygeren vnde vrowen melk dar make pla ster aff in de dunnynghe.  wan de kyndere nicht slapen konen. so ge ue de amme den kinde ore eigen melk myd wytteme mansade tho hope ghestot.  uppe de ouer heyten le ueren. vnde vppe de heythen sweren stot man sad myt roszen olye vnde legghe dar vp.  weme de ledema then arm beyn lyff vordorren vor droghen edder vorswynden also me tica ptisica de derfft sucht swynde sucke de stote wyt man sad menge dat in warmen roszen olye dar me de salu den ruggeknocken. vnde de anderen ledematen bi deme vu re altomale.  weme syn borst dor re vnde struff is vnde syne ledema ten ok vorswinden de beste artzedi ge dar to is dyapapauer den vindet me in der apoteken.  edder make eyn lactuarium van lackerissien sape gummi arabicum vnde van dragante iowelkes lyke vele dar to do wyt man sad also vele alse der alle dre dar aff make eynen syrop van wytteme mane des nym des morgens ock des auendes also groth alse eyn hasselnod wente hyre platearius.  we nicht wol slapen kan de make melck van wyt teme mane myd en weynich waters vnde drincke de ghesoden warm edder stot den suluen man mydt wyne vnde drincke dat.  wede krank is de stote wytten vnde swar ten man myt vruwen melck vnde en luttick waters vnde drincke des warm vnde wassche syne dunnyge vnde syn antlate dar mede scal he nycht staruen so slept he wol dar aff.  wedder den hoffganck vnde wedder der vrowen sucke drinck des swarten man melk mit wyne.  wedder den bosen hosten drink des swarten manmelk warm der melck en nutte nicht alto vele dat du nycht vnsinnych werst. weme de mund gheswullen ys de stote man blede myd vrowen melk vnde legghe dar vp.  dat sulue vordrifft also dat bose vur  weme dat houet wey deyt van hytte de stot wytman sad myt rosen wate re vnde bestrick dat houet dar mede weme de oren swillen edder wey don de do des suluen in de oren. hef stu de gicht in den beynen. swarten man rosen water vnde vrouwen melk to hope ghestot bestrick deck dar mede. we de sulue salue ruckt de slept wol.  we heysch wert van kulde edder van hytte van etende edder van drinckende van sanghe edder van boszer lust de stote de ro den roszen man blede vnde rypen swarten man mydt wyne dar aff macke eyn plaster warm vppe de borst wan dat vucht vth gewrungen is dat drinck auent vnde morgen warm  opium opiat mac ke alsus wan de wytte man noch grone houede hefft er se graw wer den so snyd de ouersten grone hut bequemelicken aff vnde de melck vnde dat sap drucke dar vth dat is gud vucht edder droge wedder vele sucke.  ichteswelke stoten de suluen man houede in eynem mosere vnde drucken de melck mydt deme sape dar vth vnde droghen dat in der sunnen vnde nutten dat in artzedighe  wan de man ho uede grone sint eyr se grauwe wer den des wytten manes.  so snyt se en twey vnde sede se in wa tere dar do to den dridden deyl hon nyghes vnde sudt dat also langhe wente dat water vor sede vnde dyc ke sy. dusse dranck auent vnde morghen ghedrunken gyfft guden slap vnde vordrifft den hosten vnde weycket den buck vnde mynret edder vordrifft dat blout  also secht effte schrifft dyascorides. men plinius secht. edt bestoppe den vleytenden buck  weme dat houet wey deyt yd sy wat suke yd sy. menghe rosen olie vnde ok mit deme vorgescre uen opium edder opiat vnde ock bestrickt dat houet warm dar me de dat helpet dek tho male wol. de sulue salue is ock gud deme de oren sweren vnde ock wey doen. wylt man is mock vnde syne ble de stot vnde do dat sap in der deyre perde koy edder andere deyre ogen yd vordrift one dar vth bladderen sericheyt vnde swel  der suluen bla de sad vnde wortelen des mockes sede wol lange in water in eynen erden bedeckeden gropen des drinck warm vnde bestrick vppe de leueren suke vnde de heyten podageren.
198.2,de suluen blade sad wortelen ghe tempereret myd vrowen melck ys dar ok gud to gesaluet vppe de heiten podageren  wyt man myd saffrane vnde myd vrowen melck tho hope gestot strick de salue vppe de heyten podageren wente hyr auicen na secundo canone constantinus vnde macer
199.1,melde het atriplex kolt in de me ersten grade vucht in de me anderen grade secht dyascorides melde is kolt in deme ersten grade also schrifft magister mundinus. atriplex is crisolocana aureum olus guldene. warmos geghetten se tempereret des mynschen naturlicken vuchticheyt vnde weyket den buck in deme magen de harden spi se  melde ro gestot vppe den bosen broken nagel geleyt bringet one aff.  we de gicht hefft in den bey nen de stote melden myd wyne vnde myd wyn etike vnde bynt se dar vp.  melden sad vakene nochterne ghenuttet vordrifft de suluen suke. we gheyle bleck is van be stoppinge der leueren de nutte va ken melden sad.  anderhalff quentin melden sad stot myd hon nighe dat drinck myt koldeme wa tere so spigestu vnde brekest vth wat boses umme dat herte an der borst ys.  dat sulue melden sad myd wyne vaken ghenuttet vordrifft dat gischen vth deme halse.  ro melden gestot legge vp dat bosze vur in wunden edder in anderen seren.  wede heyten podageren vot suke hefft de legge dar vp ro melden myd lutterme solte myt hon nige myd etike gestot.  melden blade legge in eynen nigen erden gro pen bedecket sette one in de erde dar werden huppere vroysschen staltnisse aff wente hyre dyascorides.
199.2,nota bene we heren vele melden bringet to synen egene loue. de en kumpt nicht vth guder lude houe.
199.3,merck is gud eddele krud. he deyt den ogen vnde hasticheyt gud des melde nicht en kan. dar den ke eyn iowelk mynsche an.
200.1,merck is apium eppe is in greco sel vnde is heyt in dem beghinne des dridden grades vnde droge in deme myddele des sul uen drydden grades.  we myd nod pisset de sede steynbreken sad in marck sape dat supe nochterne edder ethe merck krud myd syneme sape ok nochterne.  weme de oghen gheswullen vnde ghedrun ten syn de make eyn plaster van wittem brodes kromen myt merk sape vnde legghe des nachtes dar vp.  dat sulue is gud vppe der vrowen swullen bruste dat legget ok vppe den maghen dar vnrecht hytte inne ys edder swuls edder wan wat boses in dem bucke is wen eyn vorghiftich worm stickt edder we harmorme in der huth hefft de stote marck krudt ock de wortelen vnde legge dar vp vnde stote dat sad myd watere vnde se de dat vp vnde drincke dat vacke ne nochterne.  wedder den hosten stot marck sad dat sede mydt wa tere des drink auent morgen warm wedder den hoffganck vnde we sy ne spysze vorlet de stote marck sad myt watere myt etecke vnde drin ke dat nochterne warm.  we bleck is vnde syne varwe in sucke vorloren hefft de ete marck edder syn sad vakene nochterne.  we dat kolde alle daghe hefft de stote marck sad myt watetere vnde drin ke dat eyr yd ome angeyt.  weme de watersucht begynnet tho wer den de drincke alle morgen sap van marcke vnde van veneckol krude edder der beyde sad in watere gesoden wedder den swuls vnde hardichheyt der leueren edder mylten de drinke dat sulue des morgens warm vnde legge vppe den swuls ein pla ster van marck sape warm vnde ly szen mel vnde van deme wytten van deme eyghe ghemenghet ed der water dar merck sat petercilien sat veneckol sat iffte de dreyer wor telen ynne gesoden sint drink warm nochterne. wunden reyniget vnde swuls sachtyghet eyn plaster van heden myd dem wytten van deme eyghe vnde mark sape to hope wol ghe slaghen dar vp ghelecht.  wan der vrouwen de heuemoder swillet edder sweret so stote se merck sad vnde drincke dat warm negen dage nochterne myt wyne is gut we gherne vele edder vackene tor net de schal van mercke edder van merck sade vackene drincken
200.2,auent vnde morghen  we eynen bosen maghen hefft de stote merck edder syn sap myt wyne edder mid oldeme bere vnde drinke dat warm in deme bade.  wede syne synne vorloren hefft deme schere de har van deme houede vnde menge etich merck sap fiolen olye iffte roszen olye vnde sud dat in eynem vorgle seden gropen myd dem warmem olye salue dat houet dar mede wen te hyre dyascorides platearius vnde macer.  welck wijff swangher mit eynem kinde is nuttet se merk deme kinde werdet vnreyne blad deren vnde sweren  welk viff eyn kynt soghet de en schal nycht merck nutten vppe dat. dat kyndt wan yd elder wert syne synne nicht vorlese vnde dorhefftich werde
200.3,water vnde wyn yowelkes licke vele myd merck krude edder sade ghesoden drinck auent vnde morghen warm wedder de vnghesun den blaszen.
200.4, also secht galienus.
201.1,merredyck hetet rafanus. peperen.  he is heit vn de droghe in dem anderen grade. ichteswelcke segghen in dem verden grade  merredick wortele versch is best de middelsten harden deil des pedekes der wortelen do wech vnde de anderen borken lat droge wer den so wardet se wol dat iar ouer we kolde vnuordauwede vuchtnisse in dem magen hefft de menge honnich myd etike vnde legghe der suluen drogen borken dar in vyff stunde lat dat weyken dar na ete der dat du orer nicht mer mogest. szo drinck warm water so nette dynen vinger in bom olye vnde steck dene in dynen halsz so spigestu dat vth.  wedder de harden mylten ed der leueren sud merredick blade myd oreme sape in bom olye vnde in wyne vnde legge dat warm vppe de borst.  dat sulue ys gud we nicht wol pissen kan. ock warm geleyt twisschen nauel vnde dat gemechte also schrifft platearius cir ca instans. myd merredick sape wriff dyne hende so machstu slangen dar mede angripen ane schaden myd der wortelen wriff elpenbeyn hechte so werden se wyt vnde reyne.  de sulue wortele nochterne getten vordauwet andere spise vnde is gud wedder bose tokomen de lucht ock vorghifft.  also sulues synt ok merck rude vickbonen dar vmme eten se de olden wysen ersten er ander spise wente hire ysi derus libro ethymoloiarum.  dar nicht har is vppe dem houede strik dar vp merredick wortelen gestot myd honnige.  merredick genut tet oyket den ammen ore melk spol worme dodet vnde vordrifft merredick myd solte nuchterne geghe ten.  weme de oren sweren de do merredick wortelen sap dar in. wedder den hosten vnde den swar licken athmen stod des merredyckes sad myd honnige des ete auent vnde morghen ghesoden.  we sprinkelichtich is edder brunswar te plecke hefft van stoten edder van slegen de stote merredick sad myd eticke vnde wryue de stede dar mede.  weme syne ledemate kyllen de make van den suluen eyn plaster myd honnighe warm dar vp.  is dyn mylte edder dyn le uere edder buck gheswullen vnde kanst nicht wol dauwen ok nicht ethen machst. szo stot merredick sad cleyne schafonie sad dat drink myt etike wan du erst eyn cleyne spyse ghegetten vnde ghedrunken hefst. so wert eyn walgeringhe so legge deck ouer eyne banck edder stol vnde steck den vingher in den halsz vnde spyge wol so wer stu ghesunt wente hire auicenna vnde plinius libro vicesimo. dat ghesichte der oghen vorluch tet dat vnde de ghelen sucht vordrifft dat ock de sucke in de dar men vnde in der borst. merredick bla de vacken ghenuttet vnde dat water vaken ghedrunken dat me macket also roszen water.  we thobrocken hole tenen hefst de sto te edder grose grone merredick bla de vnde legge vp de tene vnde tene vleysch.  weme de borst vnde der me sere vnde vnreyne synt de stote merredick wortelen myd honnige vnde ethe auent vnde morgen also schrifft dyascorides.  welker vrowesnamen ore har vthryszen de grosze merredick wortelen vnde wryue dat houet vnde har dar me de also schrifft ypocras.
202.1,mynte het menta. is hyt vndc droghe in deme an deren grade. dryerleyge mynte is de eyne garden mynte.
202.2,krusemynte marien mynte her ten krud. de andere hetet wyldt mynte. steyn mynte. de dridde hetet romesch mynte de hefft langhe spisse blede. de garden mynte hyttet vnde starcket den mynschen wol van orer doghet wyl ick hyre nu segghen. we se vp nympt vnde let se in dem scheden droghen so blifft se in guder krafft eyn iar.  wedder bosen rocke des mundes des tenen vleysches wassche de mundt mydt etecke dar mynthe ynne ghesoden is dar na wryff de thenen myt dro gher mynthen puluer.  we nicht ethen mach van kolder vuchticheit in deme munde des magens de ma ke eyne salszen van mynten etecke cynamomen vnde pepere. dar ete des morghens vnde des auendes dyne spyse mede.  we syne spy sze wedder gyfft van kulde edder maghen sucke de sede mynten in ey nen haluen stouecken nates dat de halffe meer waters vnde halff etik sy. de mynten brucke in dem naten nette eynen kleynen dreuoldighen lynen dock vnde legghe dat vacken warm vppe des maghen mundt. uppe de vor hardeden melk in den tytten der vrouwen sud mynten in wine mit bomolie vnde bint warm dar vp. edder stot mynten mit komelk vnde legghe warm dar vp.
202.3,wente hyre platearius circa instans den maghen starcket se vnde ys ghesunt vnde macket de pyssen wol vordauwen we vaken nuttet myn ten ghekocket edder mynten ro.  wultu gude varwe hebben vnde ghesunt weszen so ethe alle daghe mynthen nochterne.  wedder de spolwor me nutte ock mynten auent vnde morghen.  dat to swullen ghe mechte holdt ouer eynen gropen. dar mynte in watere ynne sede lat den swadem dar an gan.  wedder der oren swuls edder sweringe myn ten sap vnde honnich smelte to ho pe do in de oren  de seren tungen bestrick myt mynten sape.  wen eyn hunt ghebeten hefft stot mynten myt honnyghe vnde bynt dar vp hefstu neyn honnich so stot myn ten alleyne vnde bynt dar vp.
202.4,we blout vp ruffelt vphostet de su pe mynten sap myt etecke den buk weycket mynte ghesoden vnde ge getten dat sot ghesopen.  de ke se vulen nicht dar mynten sap edder droge mynte puluer to is  uppe der aderen edder slangen stecke stod mynten cipollen solt tho hope vnde leg ge dar vp.  wen eyn vorgyfftich deyr styckt dat ome de spracke vor geyt de drincke mynten sap mit wa tere  myntensap in de nese gegoten su uert dat houet van boser vuchtnisse der vrouwen sucke suuert mynte wen se gegeten vnde gedrunken wert.
202.5,weme de vote swullen synt van harden schoen edder boszen edder van hardeme wege de salue se myd mynten sape vnde honre smalte toho pe gemenget.  deme en sweren sy ne tenen nicht de se alle morgen myt mynten wrift.  weme de munt sere is de ete mynten myd brode.
202.6,weme yd clemmet in dem buke van dem hofgange sud mynten myt bom olye dat ete.  blote plecke vppe deme houede dar dat har vt gheuallen is van sericheyt edder schor ues sake dar legge vp mynten myd cypollen tohope gestot.  wan dat blout nedden vt deme achter venster geyt alse vth eyner aderen dat het emorroydes stot mynten vnde legge dar vp.  den schemen van den ogen vordrift mynten sap getempereret strick an de ogen.  dat mal vppe den oghen vordrifft mynten myt etike tempereret vnde dar vp geleyt wente hire macer vnde dyascori des.  garden mynten myd cze gen waddeken gestot warm vppe dat ghemechte leyt vordrifft vnge sundicheyt sericheyt vnde heylet dar na. so secht dyascorides.
203.1,megedeblomen is albiana is heyt vnde droge  steyn hor wynde dar sud se in water enthe gen vnde drinck dat.  uule swel edder wunden dar legge in de blomen gepuluert myd honnige gemen get.  in den munt dar bladderen inne synt nym dar in ock des sul uen.  wedder den kolden maghen drinck dat sad myd wyne. dat sad vakene genuttet myd ge sodenen beyre dat maket dat de wa tersucht myd der pyssen enwech geyt.  we sere vnde rudich is. de sede de blomen myd etike vnde wry ue syk dar mede in deme bade. also sprickt plinius libro tercio.
204.1,magnes magnet seghelsteyn tud yseren tho syck is heyt vnde droge in de me drydden grade.  den steyn ghepuluert vnde myd mulsa nochterne ghedrunken vordrifft de wa tersucht vnde alle inblasende suke vnde vuchticheyt des buckes.
204.2,we syk ghebrant hefft de strauwe puluer van dem steyne dar vp.
204.3,bystu gewundet myt vorghiftigen iseren so drinck tohant magnetis pul uer myd rosen watere edder myd etike vnde strauwe des puluers vp de wunden.  dat puluer des stey nes vormynret alle vuchticheyt in deme lyue ock watersucht myd bernewyne nochterne genuttet also secht dyascorides.
205.1,mellissa hefft allemeystich de suluen krafft alse godesuor getten edder androm wen nicht also stark.  hefft dy eyn hunt edder eyn schorpio gebetten. so sud mellissien blade in wyne dat drinck vnde legge des krudes dar vp  de sul ue wyn in deme munde warm ys gud bosen tenen.  hefstu bose swe ren edder andere vnreyne sericheyt make eyn plaster van mellissien myd solte vnde legge dar vp  mellissien eygenicheyt is. we se nuttet noch terne so ervrowet se herte vnde sele vnde starket dat herte. ok so vordrift se des herten sorghen. bevynge vn de is gud deme kolden vuchten ma ghen vnde vordauwet de grouen spise.  dat sulue opent de vorstop pinghe des breghens vnde ys gud den de nicht wol slapen kunt also schrifft serapio.  mellissien grone krud is heyt vnde droge in dem an deren grade. grone in der sunnen ge droget. is se eyn yar gud. se hefft de sulue krafft also maiorana ane dat melissien in watere gesoden ge druncken schicket de wyff kindere to entfangende.  we beswouet van kolder sacke de dryncke wyn dar mellissie ynne gesoden is. mel lisse ghestot in wyne myd bomoly gesoden legge warm vppe de harden gheswullen leueren vnde mylten de weycket ydt ock ghelecht vppe harde sweren de ripet dar van also secht platearius.
206.1,maiorana is het vnde dro ge in dem anderen grade in deme sommere wan se blomet nym se vp droge se in de me scheden eyn yar is se gudt
206.2,in spisze ghenomen so starcket se vnde reynyghet alle vnsundicheyt drinck wyn warm dar maiorane ynne ghesoden sy dat hyttet den vorkuldeden maghen vnde macket gude dauwinghe. holt dat vor de nese vnde drinck dat dat starcket den breghen. maroranen ghescheruet alse kol make heit in eyneme degele dat legge in eyneme budele warm vppe dat houet wedder den snuuen vppe den bosen maghen dar vele swindes inne is echt platearius
207.1,mispel is kolt vnde droge in dem ersten grade mispele de eyn iar ouer warden scult de breck aff in dem middage wan it clar wedder is vnde legge se in kaff dar eyn den anderen nicht enrore myspele sint nutter in arcedie wen in spise nochterne sint se best geget ten se starken den maghen vnde ma ken gande de spise.  unde sint gut we sick vele brickt.  we vele den hofganck heft also schrift diascorides ock palladius libro quarto
208.1,morberen mulberen is mo rabate moramore sint het vnde droghe nochteren ge getten is de maghe reyne ane bose vulnisse so weicket se de spise in den maghen drade dat vt we ouer na eten se etet vnde se in den maghen nuttet andere spise vulen dar af dat is allen ledematen schedelick.  des bomes wortele sut in watere dat drinck warm auent vnde morghen dat laxeret ifte weycket den magen vnde dodet de schorfworme.  we sik ghebrant heft in vure de make eyn plaster dar vp van des bomes bladere mydt bom olye.  in der erne graff bi dem bome in de erde vnde wunde de wortelen vnde lat dat also bliuen einen dach vnde ey ne nacht so is vp der wunden der wortelen besleuert vuihtenisse de weicket harde swel vnde vordryft der tenen wedaghe dar vp gheleit vnde weicket den buk mid war men watere ghedrunken also secht serapio.  weme de buck bestop pet is van kolder sake de supe des auendes warm morberen sap.  des bomes wortelen sap edder puluer mid honnige nochteren gheghetten dodet de spolworme.  de wor telen gesoden in wine drinck warm dat reynighet al dyn ingheweide van boser vuchtenisse.  hestu ey nen bosen vulen tenen de vt schal ane we dar legge vp des puluers van der wortelen wente hyr platearius circa instans
209.1,meysterwordt ostrucium is heyt vnde droghe wed der de leuersucht is se gud ghestot myd wyne warm noch terne ghedruncken  dat sulue vordryft den hosten der vrowen su ken der biasen steyn yd is gud wede blot spiget.  dat sap is gut wed der de vthsettescheyt  eyn plaster van den sape vp ein itzlike bladde ren ghelecht warm vorgeyt mit ger sten mele gemenget.  we den snuuen heft. de droge dat krud ock de wor telen to hope myd vrowen melck de wortelen warm in de nesen gesteken is gud also leret diascorides
210.1,mandelen de sote sint de sint heit vnde vuchte in dem anderen grade.  genuttet so starcken se vnde gheuen gude vo dinghe vnde vctten dat lijff.
210.2,ore olye is gud wedder dat siden ouele vnde de horen allene tho yt licker spysze meyst vnde de bitteren in artzedighe.  de bitteren man delen synt heyt vnde droghe in deme ende des anderen grades dus ser bitteren mandelen bomes wor telen ghestod myt watere vnde ge soden vnde dar mede de vlacken in deme antlate warm ghewasschen is gud.  ock de suluen mandelen gestot vnde dar vp eyn plaster vor drifft se ok.  wedder alle houet sucke eyn plaster vppe de dunninghe vnde vornhouet van rosen oly etecke vnde byttere mandelen to hope gpestot.  de suluen man delen myd honnighe ghemenghet legghe wur dy eyn hundt ghebeten hefft.  dusse suluen mandele auent vnde morghen ghenuttet ys gudt weme de buck vele wey deyt vnde nicht wol en dauwee de spysze vn de macket wol pyssen. wol slapen wedder de sucke in den neren vnde sweren in der lungen menge de mandelen myt amedunck mit mynten also lac tuarium ete dat auent vnde morgen wan du se ist mit honnige vnde myt melck also groth alse eyn walnoth des auendes dat is wedder de leuersuc ke wedder de vpblasinge des buckes wan du der mandelen vyue noch terne ist des daghes werstu nycht gedruncken.  wan du se menghest myd wyne vnde mide watere des auendes warm is gudt wedder den olden hosten  wente hyre serapio
211.1,muschaten is nux miristica muschaten synt heyt vnde droge in deme anderen grade. de alder besten synt slicht swar starkes effte scharpes smackes vnde wan me se tobreckt neyn puluer van syck ste uen let de also nicht ensynt de en dogen nicht in artzedige.  ore krafft is dat se starket de nature dat herte se maken gude dauwinge deme magen deme ingeweyde. de wyn dar se inne ghesoden synt auent vnde morgen gedrunken is gud dem kolden magen vnde we nicht gude varwe enheft van kolder sa ke ete alle morgen eyne halue muschaten vnde drinck des suluen wynes dar vp wente yd gud wart.
211.2,annisz kome in wyne gesoden is gud genuttet auent vnde morgen wedder den bosen magen vnde ingeweyde van veleme bosen wynde. we van der suke genesen is de drin ke wyn dar muschaten vnde mastix inne gesoden synt vnde holde eyne muschaten vor de nese dat starket dat herte vnde de borst.  ruckt dyn munt ouele so kauwe des mor gens muschaten also hefft plateari us ghescreuen.
212.1,muschaten blomen synt heyt vnde droge in deme anderen grade.  ore kraft is to bestoppen de dar umme synt se gud wedder den blotganck.  de muschaten blomen synt alleyne gud de ghel rod edder rod synt de eynen scharpen smack myt en luttick bittericheit hebben de auer swart edder graw synt vnde nicht also smecken de synt nicht to artzedige gud.  we eynen kolden maghen hefft vnde nicht wol vordauwen kan. de seyde mastix vnde muschaten blomen in wyne vnde drinke auent vnde morgen vnde ma ke eyn plaster myd bom olye was se dar to mastix muschaten blomen lyke vele legge warm dar vppe den magen dat is wedder den kolden krancken magen.  muschaten blo men sede in venekol sape wan dat eyne cleyne wyle soden hefft so do dar eyn luttick wynes to vnde siget dorch eynen dock des drinck auent vnde morgen dat is gud wedder den krancken magen vnde leueren vnde len den suke vnde we umme de borst bekummert is.  muschaten blomen kau we in dyneme munde lange dat su uert dy dynen bregen van aller bosen vuchtnise.  weme syn herte vele beuet weydeyt vnde losich is de nutte muschaten blomen gepuluert in spise vnde in dranke also secht pla
213.1,mirra is heyt vnde droge in dem anderen grade de gude is bleyck ghele edder bleyck rod se starket de lede vnde vortert de spise. we amborstich vnde bekummert is vm me de borst de drinke des auendes warmen wyn dar myrren vnde vi ghen inne gesoden syn.  kanstu nicht wol dauwen edder stincket dyn munt van des magen wegen edder is dyn magen vnreyne szo drinck wyn dar myrren inne geso den sy.  berne myrren vnde lat den rock in de munt gan dat starket den bregen  also secht platea rius.
214.1,mastix is gummy heyt vn de droghe in deme anderen grade. de beste is wyt clar vnde grot. wedder bosze winde de vte deme magen vp stigen in dat houet in de ogen in de dunnynge vnde van boser vuchtnisse van dem bregen nedder komen. szo make ein plaster in de dunnynge van mastix puluer van wyttem wyrocke van wyne de menghe wol tho hope.  gijff stu dyne spise wedder an dynen danck edder ock in dyner kranckheyt so macke mastix heyt in eynen deghele edder smelte one vnde legghe one alse du heytest kanst vp dynen hert leppele.  kauwe mastix in dynem munde dat wyttet vnde starcket de thene vnde tuth de bosen vlote wedder van deme breghen dat id reyne wert vnde is gut der leueren deme maghen.  mastix in warere ghesoden drink auent vnde mor ghen dat macket gude dauwynge dat starcket den breghen vnde ma ghen do dar to venekolsad komen so vordrifft idt den bosen wynde in deme liue  ein plaster dar mastix puluer vnde bolus armenicus mit wyn etecke vnde dat wytte van den eygeren legghe warm vppe den hertleppel wedder kolre spigin ghe vnde leystu dat twiszchen den nauele vnde dat ghemechte dat be stoppet den kolre hoffganck also secht platearius.
215.1,margariten synt fyne per len se synt heyt vnde droghe  de wyt clare synt nicht mydt kunsten ghemacket de do in artzedyge se starcken vnde macken scharpe synne ghenuttet. vnde mydt kuscheyt ghedreghen.
215.2,wedder de swymynghe van krank heyt edder van starcker artzedige edder van bloudgange edder van hoffganghe vnde wedder kranck heyt. bevinghe. losicheyt des herten in krancker suke nutte margariten gepuluerd myt roszen suckere auent vnde morgen. also secht plateari us circa instans.
216.1,sequitur nunc de littera. n.
217.1,nachscheden krud sola trum is kolt vnde droge in deme anderen grade.  wed der swel in deme maghen edder le ueren edder yn deme ingheweyde drinck auent vnde morghen nacht scheden sap myd ghersten watere warm.  nachtscheden sap win etick to hope dar mack einen dok nath ynne dat legghe kolt vppe de heyten leueren.  dat sulue ys gud vppe de heyten podageren ed der dat krud stot myt deme etecke vnde legghe vacken dar vp  ed der dat sulue myd roszen olye dar vp ghelecht dat is alder best  al le materien vordrifft dat krud ghe wreuen vppe hete swel wan se ersten werden also secht platearius.
217.2,heffstu heyte swele bynnen edder buten dynem lyue edder is dyn ma ge bestoppet mit hitte so nutte dat krud ro edder gesoden.  dat krut ghestot vnde in watere ghesoden is gud vppe alle heyte swele koldt ghelecht altohandt kolet yd dat  den heyten magen kolet altohant dat krud myd watere gestot dar vp gheleyt also secht constantinus.
218.1,noertman ys romaninus heft vele kreffte de ervaren synt  de blomen in wyne ghesoden dat antlate auent vnde morgen dar mede waschen dat beholt lange tyd eyn reynlick anghesich te.  menge de blomen myt honni ge ete dat in deme mersz mane dre daghe myd roggen brode nochter ne so wert dy neyn antrax edder andere vorgyfftich grot swel.  by dyne bocken edder cledere in dyner kesten legge de blomen so schaden one de mutten nicht.  de suluen blomen legge io eyne nacht in czegen melck edder in wyn dat sud des morgens in eynen erden gropen dat ete vnde drinck wedder de derffsucht edder swint sucht ethicam ptisicam so genant  we amechtich is vnde synne kranck syn. de sede dat krud blomen vnde wortelen in eyneme bedeckeden kettele myt vley ten water vnde bade dar in eyner boden mede.  wedder den starken hoffganck sud de blade in gudeme wyn eticke vnde legghe vppe den buck alse du heytest lyden machst drey myddelblede van dem nortmane legge in eyn vat wynes deme hindert neyn weder noch by smack.  heffstu den snuuen. ber ne northman vnde nym den rock in dynen halsz. in dem dranke dar northman inne lyt we des morgens dar aff drinket deme wert neyn bose swel.  make van wyn eticke vnde borne watere tohope menget also surlechtigen wyn dar sud in ne northmanen blomen vnde blade dat drinck kolt so vorgeyt de dorst wente hire experimentator  north man in etike soden dar ouer syk ge bedet vnde gewermet wol den pack derme vnde denne wormel vt deme holte dar vp gestrauwet vnde wedder in gedrucket is gud  soycke ok konniges kerse wulleue wulle de in littera k.
219.1,nardus is krud scharp wolrukende heyter vnde droger nature  he starket wol syn roke reysschet de pissen.  nardus ghe puluert vnde myt kolden water gedrunken is gud wedder de gelen sucht wedder de suke der neren der swul len leueren wedder de beswouinge vnde herten suke wedder alle de suke de vorgenomet syn. sud nardus in rosen watere myt suckere dat drink des morgens warm edder mack ey nen czyrop dar aff.  nardus ge rocken is gud deme bregen. nardus myd wyne gesoden drinck des mor gens wedder den kolden maghen wedder klemminge des bukes wed der bestoppinger der mylten vnde leueren also schrifft serapio vnde dyascorides soke ok spicanardus.
