,textstring
1401,tel disoit estre socrates : parce que le voyans au dehors & lestimans par lexteriore apparence nen eussiez donné un coupeau doignon : tant laid il estoit de corps & ridicule en son maintien le nez pointu le reguard dun taureau : le visaige dun fol : simple en meurs rusticq en vestemens pauvre de fortune infortuné en femmes inepte à tous offices de la republicque tousiours riant tousiours beuvant à un chascun tousiours se guabelant tousiours dissimulant son divin sçavoir.
1402,mais ouvrans ceste boite eussiez au dedans trouvé une celeste & impreciable drogue : entendement plus que humain vertu merveilleuse couraige invincible sobresse non pareille contentement certain asseurance parfaicte desprivement incroyable de tout ce pourquoy les humains tant veiglent courent travaillent navigent & bataillent.
1403,à quel propos en vostre advis tend ce prelude & coup dessay?
1404,par autant que vous mes bons disciples & quelques aultres folz de seiour lisans les ioyeux tiltres daulcuns livres de nostre invention comme gargantua pantagruel fessepinthe la dignité des braguettes des poys au lard cum commento etc iugez trop facilement ne estre au dedans traicté que mocqueries folateries & menteries ioyeuses : veu que que lenseigne exteriore cest le tiltre sans plus avant enquerir est communément repceu à derision & gaudisserie.
1405,mais par telle legiereté ne convient estimer les œuvres des humains.
1406,car vomesmes dictes que lhabit ne faict point le moine : & tel est vestu dhabit monachal qui au dedans nest rien moins que moyne : & tel vestu de cappe hispanole qui en son couraige nullement affiert à hispane.
1407,cest pourquoy fault ouvrir le livre : et soigneusement peser ce qui y est deduict.
1408,lors congnoistrez que la drogue dedans contenue est bien daultre valeur que ne promettoit la boitte.
1409,cest à dire que les matieres icy traictées ne sont tant folastres comme le tiltre au dessus pretendoit.
1410,et posé le cas quon sens literal votrouvez matières assez ioyeuses & bien correspondentes au nom toutesfois pas demourer là ne fault comme au chant des sirènes : ains à plus hault sens interpreter ce que par adventure cuidiez dict en guaieté de cueur.
1411,crochetastes vooncques bouteilles?
1412,caisgne.
1413,redvisez à memoire la contenence quaviez.
1414,mais veistez vooncques chien rencontrant quelque os medullare?
1415,cest comme dict platon li.
1416,de rep.
1417,la beste du monde plus philosophe.
1418,si veu lavez : voavez peu noter de quelle devotion il le guette : de quel soing il le guarde : de quel ferveur il le tient : de quelle prudence il lentomne : de quelle affection il le brise : et de quelle diligence il le sugce.
1419,qui linduict à ce faire?
1420,quel est lespoir de son estude?
1421,quel bien y pretend il?
1422,rien plus quun peu de mouelle.
1423,vray est que ce peu plus est delicieux que le beaucoup de toutes aultres pour ce que la mouelle est aliment elabouré à perfection de nature comme dict galen.
1424,facu.
1425,natural.
1426,&.
1427,de usu particu.
1428,à lexemple dicelluy voconvient estre saiges pour fleurer sentir & estimer ces beaux livres de haulte gresse legiers au prochaz : & hardiz à la rencontre.
1429,puis pour curieuse leczon & meditation frequente rompre los & sugcer la substantificque mouelle.
1430,cest à dire : ce que ientends par ces symboles pythagoricques avecques espoir certain destre faictz escors & preux à ladicte lecture.
1431,car en icelle bien aultre goust trouverez & doctrine plus absconce que vous revelera de tresaultz sacremens & mystères horrificques tant en ce que concerne nostre religion que aussi lestat politicq & vie oeconomicque.
1432,croiez en vostre foy quoncques homere escrivent liliade & odyssée pensast es allegories lesquelles de luy ont beluté plutarche heraclides ponticq eustatie & phornute : & ce que diceulx politian a desrobé?
1433,si le croiez : vonaprochez ne de pieds ne de mains à mon opinion : qui decrete icelles aussi peu avoir esté songeez dhomere que dovide en ses metamorphoses les sacremens devangile : lesquelz un frère lubin vray croquelardon sest efforcé desmontrer si dadventure il rencontroit gens aussi folz que luy : & comme dict le proverbe couvercle digne du chaudron.
1434,si ne le croiez : quelle cause est pourquoy autant nen ferez de ces ioyeuses et nouvelles chronicques?
1435,combien que les dictant ny pensasse en plus que voqui paradventure beviez comme moy.
1436,car à la composition de ce livre seigneurial ie ne perdys ny emploiay oncques plus ny aultre temps que celluy qui estoit estably à prendre ma refection corporelle : sçavoir est beuvant et mangeant.
1437,aussi est ce la iuste heure descrire ces haultes matières et sciences profundes.
1438,comme bien faire sçavoit homere paragon de tous philologes et ennie père des poëtes latins ainsi que tesmoigne horate quoy quun malautru ait dict que ses carmes sentoyent plus le vin que lhuile autant en dist un tirelupin de mes livres mais bren pour luy.
1439,lodeur du vin ô combien plus est friant riant priant plus celeste & delicieux que dhuile.
1440,et prendray autant à gloire quon die de moy que plus en vin ay despendu que en huyle que feinst demosthenes quand de luy on disoit que plus en huyle que en vin despendoit.
1441,à moy nest que honneur et gloire destre dict et reputé bon gaultier et bon compaignon : & en ce nom suis bien venu en toutes bonnes compaignies de pantagruelistes : à demosthenes fut reproché par un chagrin que ses oraisons sentoyent comme la serpillière dun hord & sale huilier.
1442,pourtant interpretez tous mes faictz et mes dictz en la perfectissime partie ayez en reverence le cerveau caseiforme qui vous paist de ces belles billes vezées et à vostre povoyr tenez moy tousiours ioyeux.
1443,or esbaudissez vous mes amours & guayement lisez le reste : tout à laise du corps et au profict des reins.
1444,mais escoutaz vietz dazes que le mau lubec vous trousque : vous soubvieigne de boyre à my pour la pareille : et ie vous plegeray tout are metys.
1445,de la genealogie & antiquité de gargantua.
1446,je vous remectz à la grande chronicque pantagrueline recognoistre la genealogie & antiquité dont nous est venu gargantua.
1447,en icelle vous entendrez plus au long comment les geans nasquirent en ce monde : et comment diceulx par lignes directes yssit gargantua père de pantagruel : et ne vous faschera si pour le present ie men deporte.
1448,combien que la chose soit telle : que tant plus seroit remembrée tant plus elle plairoit à vos seigneuries : comme vous avez lauctorité de flacce qui dict estre aulcuns propos telz que ceulx cy qui plus sont delectables quand plus souvent sont redictz.
1449,pleust à dieu quun chascun sceust aussi certainement sa genealogie depuis larche de noë iusques à cest eage.
1450,ie pense que plusieurs sont auiourdhuy empereurs roys ducz princes et papes en la terre lesquelz sont descenduz de quelque porteurs de rogatons & de coustretz.
1451,comme au rebours plusieurs sont gueux de lhostiaire souffreteux & miserables : lesquelz sont descenduz de sang & ligne de grandz roys & empereurs : attendu ladmirable transport des règnes & empires : des assyriens es medes des medes es perses des perses es macedones des macedones es romains des romains es grecz des grecz es françoys.
1452,et pour vous donner à entendre de moy qui parle ie cuyde que soye descendu de quelque riche roy ou prince on temps iadis.
1453,car oncques ne veistes homme qui eust plus grande affection destre roy & riche que moy : affin de faire grand chère et pas ne travailler et bien enrichir mes amis & tous gens de bien & de sçavoir.
1454,mais en ce ie me reconforte que en laultre monde ie le feray.
1455,voyre plus grand que de present ne lauseroye soubhaiter.
1456,vous en telle ou meilleur pensée reconfortez vostre malheur & beuvez frays si faire ce peut.
1457,retournant à nos moutons ie vous diz que par un don souverain de dieu nous a esté reservée lantiquité & genealogie de gargantua plus entière que nulle aultre de dieu ie ne parle car il ne me appartient aussy les diables ce sont les caffars se y opposent.
1458,et fut trouvée par iean audeau en un pré quil avoit près larceau gualeau au dessoubz de lolive tirant à marsay.
1459,duquel faisant lever les fossez touchèrent les piocheurs de leurs marres un grand tombeau de bronze long sans mesure : car oncques nen trouvèrent le bout parce quil entroit trop avant les escluses de vienne.
1460,icelluy ouvrans en certain lieu signé au dessus dun goubelet à lentour du quel estoit escript en lettres ethrusques hic bibitur trouvèrent neuf flaccons en tel ordre quon assiet les quilles en guascoigne.
1461,des quelz celluy quon my lieu estoit couvroit un gros gras grand gris ioly petit moisy livret plus mais non mieux sentent que roses.
1462,en icelluy fut la dicte genealogie trouvée escripte au long de letres cancelleresques non en papier non en parchemin non en cere : mais en escorce dormeau tant toutesfoys usées par vetusté quà poine en povoit on trois recognoistre de ranc.
1463,ie combien que indigne y fuz appelé : et à grand renfort de bezicles practicant lart dont on peut lire lettres non apparentes comme enseigne aristotele la translatay ainsi que veoir pourrez en pantagruelisants cest à dire beuvans à gré et lisants les histoires horrificques de pantagruel.
1464,a la fin du livre estoit un petit traicté intitulé les fanfreluches antidotées.
1465,les ratz & blattes ou affin que ie ne mente aultres malignes bestes avoient brousté le commencement le reste iay cy dessoubz adiousté par reverence de lantiquaille.
1466,les fanfreluches antidotées trouvées en un monument antique.
1467,i.e enu le grand compteur des cimbres  sant par laer de peur de la rousée sa venue on a remply les timbres beurre fraiz tombant par une housée u quel quand fut la grand mère arrousée cria tout hault hers par grace peschez le.
1468,car sa barbe est presque toute embousée : du pour le moins tenez luy une eschelle.
1469,aulcuns disoient que leicher sa pantoufle estoit meilleur que gaigner les pardons : mais il survint un affecté de marroufle sorti du creux où lon pesche aux gardons qui dist messieurs pour dieu noen gardons languille y est & en cest estau mussé la trouverez si de près reguardons une grand tare au fond de son aumusse.
1470,qaund fut au poinct du lire le chapitre on ny trouva que les cornes dun veau.
1471,ie disoyt il sens le fond de ma mitre si froyd que autour me morfond le cerveau.
1472,on leschauda dun parfunct de naveau.
1473,et fut content de soy tenir es atres pourveu quon feist un limonnier nouveau a tant de gents qui sont acariatres.
1474,leur propos fut du trou de sainct patrice de gibraltar & de mile aultres trous : son les pourroit reduire à cicatrice par tel moien que plus neussent la tous.
1475,veu quil sembloit impertinent à tous : les veoir ainsi à chascun sent baisler.
1476,si dadventure ilz estoient à poinct clous on les pourroit pour houstage bailler.
1477,en cest arrest le corbeau fut pelé par hercules qui venoit de lybie quoy?
1478,dit minos que ny suis ie appelé excepté moy tout le monde on convie.
1479,et puis lon veult que passé mon envie a les fournir dhuytres & de grenoilles.
1480,ie donne au diable en cas que de ma vie preigne à mercy leur vente de quenoilles.
1481,pour les matter survint q.b.
1482,qui clope au saufconduit des mistes sansonnetz.
1483,le tamiseur cousin du grand cyclope les massacra.
1484,chascun mousche son nez.
1485,e ce gueret peu de bougrins sont nez quon nait berné sus le moulin à tan courrez y tous : & à larme sonnez.
1486,plus y aurez que ny eustes antan.
1487,bien peu après loyseau de iuppiter delibera pariser pour le pire mais les voyant tant fort se despitter craignit quon mist ras ius bas mat lempire et mieulx aima le feu du ciel empire au tronc ravir où lon vend les forestz : que laer serain contre qui lon conspire assubiectir es dictz des massoretz.
1488,le tout conclud fut à poincte affilée maulgré até la cuisse heronnière.
1489,que là sasist voyant penthasilée sus ses vieulx ans prinse pour cressonnière chascun crioyt villaine charbonnière tapartient il toy trouver par chemin : tu la tolluz la rhomaine bannière quon avoit faict au trait du parchemin.
1490,ne fust iuno que dessoubz larc celeste avecq son duc tendoit à la pippée : on luy eust faict un tour si tresmoleste que de tous poincts elle eust esté frippée.
1491,laccord fut tel que dicelle lippée elle en auroit deux œufz de proserpine.
1492,et si iamais elle y estoit grippée on la lieroit au mont de lalbespine.
1493,sept moys après houstez en vingt & deux cil qui iadis anihila carthage courtoysement se mist en mylieu deulx les requèrent davoi son heritage : du bien quon feist iustement le partage scelon la loy que lon tire au rivet distribuent un tatin du potage a ses amis qui firent le brevet.
1494,mais lan viendra signé dun arc turquoys de cinq fuseaux a trois culz de marmite : on quel le dos dun roy trop peu courtoys poivre sera soubz vn habit dhermite.
1495,o la pitié.
1496,pour vne chattemite laisserez vous engouffrer tant darpens?
1497,cessez cessez ce masque nul nimite retirez vous au frère des serpens.
1498,cest ans passé cil qui est regnera.
1499,paissiblement avecq ses bons amis.
1500,ny brusq ny smach lors ne dominera tout bon vouloir aura son compromis.
1501,et le soulas qui iadis fut promis es gens du ciel viendra en son befroy.
1502,lors les haratz qui estoient esthommys triumpheront en royal palefroy.
1503,et durera ce temps de passepasse iusques à tant que mars ayt les empas.
1504,puis en viendra un que tous aultres passe dilitieux plaisant beau sans compas levez vos cueurs : tendez à ce repas tous mes féaulx.
1505,car tel est trespassé qui pour tout bien ne retourneroit pas tant sera lors clamé le temps passé finablement celluy qui fut de cyre sera logé au gond du iacquemart.
1506,plus ne sera reclamé cyre cyre le brimbaleur qui tient le coquemart.
1507,heu qui pourroit saisir son braquemart?
1508,tout seroient nez les tintouins cabus : et pourroit on à fil de poulemart tout baffouer le maguazin dabus.
1509,comment gargantua fut onze moys porté au ventre de sa mère.
1510,grandgouzier estoit bon raillard en son temps aymant à boyre net autant que home qui pour lors feust on monde & mangeoit volentiers salé.
1511,a ceste fin avoit ordinairement bonne munition de iambons de magence et de baione force langues de bœuf fumées abondance de andouilles en la saison et bœuf sallé à la moustarde.
1512,renfort de boutargues provision de saulcisses non de bouloigne car il craignoit ly bouconé de lombard mais de bigorre de lonquaulnay de la brene de rouargue.
1513,en son eage virile espousa gargamelle fille du roy des parpaillos belle gouge et de bonne troigne.
1514,et faisoient eulx deux souvent ensemble la beste à deux douz ioieusement se frotans leur lard tant quelle engroissa dun beau filz et le porta iusques à lunziesme mois.
1515,car autant voire dadventage peuvent les femmes ventre porter mesmement quand cest quelque chef dœuvre & personnage qui doive en son temps faires grandes prouesses.
1516,comme dict homere que lenfant du quel neptune engroissa la nymphe nasquit lan après revolu : ce fut le douziesme mois.
1517,car comme dict a.
1518,gelle lib.
1519,.
1520,ce long temps convenoit à la maiesté de neptune affin quen icelluy lenfant feust formé à perfection.
1521,a pareille raison iupiter feist durer vlviii.
1522,heures la nuyct quil coucha avecques alcmene.
1523,car en moins de temps neust il peu forger hercules : qui nettoia le monde de monstres & tirans.
1524,messieurs les anciens pantagruelistes ont conformé ce que ie dis & ont declairé non seulement possible mais aussi legitime lenfant né de femme lunziesme moys après la mort de son mary.
1525,hyppocrates lib.
1526,de alimento.
1527,pline li.
1528,cap.
1529,.
1530,plaute in cistellaria.
1531,marcus varro en la satyre inscripte le testament allegant lautorité daristoteles à ce propous.
1532,censorinus li.
1533,de die natali.
1534,aristoteles lib.
1535,vii.
1536,cap.
1537,iii & iiii de nat.
1538,alalium.
1539,gellius li iii ca.
1540,xvi.
1541,et mille aultres folz.
1542,le nombre desquelz a esté par les legistes accreu.
1543,ff.
1544,de fuis & legit.
1545,l.
1546,intestato.
1547,fi.
1548,et in autent de restitut & ea que parit in.
1549,vi.
1550,mens.
1551,dabundant en ont chaffourré leur robidilardicque loy gallus.
1552,ff.
1553,de lib.
1554,& posthu.
1555,& l.
1556,septimo.
1557,ff.
1558,de flat.
1559,homi.
1560,& quelques aultres que pour le present dire nause.
1561,moiennans lesquelles loys les femmes veusves peuvent franchement iouer du serrecropière à tous enviz & toutes restes deux moys après le trespas de leurs mariz.
1562,ie vous prie par grace vous aultres mes bons averlans si dicelles en trouvez que vaillent le desbraguetter montez dessus & me les amenez.
1563,car si on troisiesme moys elles engroissent : leur fruict sera heritier du deffunct.
1564,et la groisse congneue poussent hardiment oultre & vogue la gualée puisque la panse est pleine.
1565,comme iulie fille de lempereur octavian ne se abandonnoyt à ses taboureurs sinon quand elle se sentoyt grosse à la forme que la navire reçoyt son pilot que premierement ne soyt callafatée & chargée.
1566,et si personne les blasme de soy faire rataconniculer ainsi suz leur groisse : veu que les bestes suz leurs ventrées nendurent iamais le masle masculant : elles responderont que ce sont bestes mais elles sont femmes : bien entendentes les beaulx & ioyeux menuz droictz de superfetation : comme iadis respondit populie scelon le raport de macrobe li.
1567,ij saturnal.
1568,si le diavol ne vieult quelles engroissent il fauldra tortre le bouzil et bouche clause.
1569,comment gargamelle estant grousse de gargantua se porta à manger trippes.
1570,loccasion & manière comment gargamelle enfanta fut telle.
1571,et si ne le croiez le fondement voescappe.
1572,le fondement luy escappoit une après disnée un iour de febvrier par trop avoir mangé de gaudebillaux.
1573,gaudebillaux : sont grandes tripes de coiraux.
1574,coiraux : sont beufz engressez à la crèche & prez guimaulx.
1575,prez guimaux : sont qui portent herbe deux fois lan.
1576,diceulx gras beufz avoient faict tuer trois cens soixante sept mile et quatorze pour estre à mardy gras sallez : affin quen la prime vère ilz eussent beuf de saison à tas pour mieulx entrer en vin.
1577,les tripes furent copieuses comment entendez : & tant friandes estoient que chascun en leichoit ses doigtz.
1578,mais la grande diablerie à quatre personnaiges estoit estoit bien en ce que possible nestoit longuement les reserver.
1579,car elles feussent pourries.
1580,ce que sembloit indecent.
1581,dont fut conclud quilz les bauffreroient sans rien y perdre.
1582,a ce faire convièrent tous les citadins de sainneais de suillé de la rocheclermaud de vaugaudry sans laisser arrière le coudray monpensier le gué de vède & aultres voisins : tous bons beveurs bons compaignons & beaux ioueurs de quillela.
1583,le bon homme grandgousier y prenoit plaisir bien grand & commendoit que tout allast par escuelles.
1584,disoit toutesfois à sa femme quelle en mangeast le moins veu quelle aprochoit de son terme & que ceste tripaille nestoit viande moult louable.
1585,celluy disoit il a grande envie de mascher merde qui dicelle le sac mangeve.
1586,non obstant ces remontrances elle en mangea sèze muiz deux bussars et six tepins ô belle matière fecale que doivoit boursoufler en elle.
1587,après disner tous allèrent pellemelle à la saulaie : & là sus lherbe drue dancèrent au son des ioyeux flageolletz et doulces cornemuses : tant baudement que cestoit passetemps celeste les veoir ainsi soy riguoller.
1588,puis entrèrent en propos de ressieuner on propre lieu.
1589,lors flaccons daller goubeletz de voler breusses de tinter.
1590,tire baille tourne brouille.
1591,boutte à moy sans eau ainsi mon ami fouette moi ce verre gualentement produiz moi du clairet verre pleurant.
1592,treves de soif ha faulce fiebvre ne ten iras tu pas?
1593,par ma foy ma commère ie ne peuz entrer en bette.
1594,vous estez morfondue mamie.
1595,voire.
1596,ventre sainct quenet parlons de boire.
1597,ceste main voguaste le nez.
1598,o quants aultres y entreront avant que cestuy cy en sorte.
1599,boire à si petit gué : cest pour rompre son poictral.
1600,cecy sappelle pippée à flacons.
1601,quelle difference est entre bouteille et flaccon?
1602,grande car bouteille est fermée à bouchon & flaccon à vitz.
1603,nos peres beurent bien & vuiderent les potz.
1604,cest bien chié chanté beuvons.
1605,voulez vous rien mander à la riviere?
1606,cestuy cy va laver les tripes.
1607,ie boy comme un templier & ie tanquam sponsus.
1608,& moy sicut terra sine aqua.
1609,un synonyme de iambon?
1610,cest un poulain.
1611,par le poulain on descend le vin en cave & par le iambon en lestomach.
1612,or cza à boire boire cza.
1613,il ny a poinct charge.
1614,respice personam : pone pro duos : bus non est in usu.
1615,si ie montois aussi bien comme iavalle ie feusse piecza hault en laer.
1616,mais si ma couille pissoit telle urine la voudriez vobien sugcer?
1617,ie retiens après.
1618,paige baille ie tinsinue ma nomination en mon tour.
1619,hume guillot encores y en a il on pot.
1620,remede contre la soif?
1621,il est contraire a celluy qui est contre morsure de chien.
1622,courrez tousiours apres le chien iamais ne vous mordera : beuvez tousiours avant la soif & iamais ne vous adviendra.
1623,du blanc.
1624,verse tout.
1625,verse de par le diable verse.
1626,decza tout plein la langue me pele.
1627,lans trigue a toy compaing dehaytdehayt.
1628,lalala.
1629,cest morfiaillé cela.
1630,o lachrima christi cest de la devinière cest vin pineau.
1631,o le gentil vin blanc et par mon ame ce nest que vin de tafetas.
1632,hen hen il est à une aureille bien drappé & de bonne laine.
1633,mon compaignon couraige.
1634,pour ce ieu nous ne volerons pas car iay faict vn leué.
1635,ex hoc in hoc.
1636,il ny a poinct denchantement.
1637,chascun de vous la veu.
1638,ie y suis maistre passe de passe.
1639,a brun a brun ie suis prestre mace.
1640,o les beuueurs o les alterez.
1641,page mon amy emplys icy et couronne le vin ie te pry.
1642,a la cardinale.
1643,natura abhorret vacuum.
1644,diriez vous quune mousche y eust beu?
1645,a la mode de bretaigne.
1646,netnet à ce pyot.
1647,avallez ce sont herbes.
1648,comment gargantua nasquit en faczon bien estrange.
1649,eulx tenens ces menuz propos de beuverie gargamelle commencza se porter mal du bas.
1650,dont grandgousier se leva dessus lherbe & la reconfortoit honestement pensant que ce feust mal denfant & luy disant quelle sestoit la herbee soubz la saullaye & quen brief elle feroit piedz neufz par ce luy convenoit prendre couraige nouveau au nouvel advenement de son poupon & encores que la douleur luy feust quelque peu en fascherie : toutesfoys que ycelle seroit briefve et la ioye qui toust succederoit luy tolliroit tout cest ennuy : en sorte que seulement ne luy en resteroit la soubvenence.
1651,ie le prouve disoit il nostre saulveur dict en levangile.
1652,ioan.
1653,.
1654,la femme qui est à lheure de son enfantement a tristesse : mais lorsquelle a enfanté elle na soubvenir aulcun de son angoisse.
1655,hâ!
1656,dist elle vous dictes bien et ayme beaucoup mieulx ouyr telz propos de levangile et mieulx men trouve que de ouyr la vie de saincte marguarite ou quelque aultre capharderie.
1657,mais pleust à dieu que vous leussiez coupé.
1658,quoy?
1659,dist grandgosier?
1660,hé dist elle que vous estes bon homme vous lentendez bien.
1661,mon membre dist il?
1662,sang de les cabres sil vous semble bon faictez apporter un cousteau.
1663,ha dist elle : à dieu ne plaise dieu me le pardoyent ie ne le dis pas de bon cueur : et pour ma parolle nen faictez ne pys ne moins.
1664,mais ie auray prou daffayres auiourduy si dieu ne me ayde et tout par vostre membre que vous feussiez bien ayse.
1665,couraire couraige dist il : ne vous souciez du reste & laissez fayre aux quatre bœufz de davant.
1666,ie men voys boyre encores quelque veguade.
1667,si ce pendant vous survenoyt quelque mal ie me tiendray près huschant en paulme ie me rendray à vous.
1668,peu de temps après elle commencza de lamenter et cryer.
1669,et soubdain vindrent à tas saiges femmes de tous coustez.
1670,et la tastant par le bas trouvèrent quelques pellauderies assez de maulvais goust et pensoyent que ce feust lenfant mais cestoit le fondement qui luy escappoit à la mollification du droict intestine lequel vous appelez le boyau cullier par trop avoir mangé des tripes dont avons parlé cy dessus.
1671,dont une horde vieigle de la compaignie laquelle avoit la reputation destre grande medicine et là estoit venue de brizepaille dauprès de sainctgenou davant soixante ans luy feist un restrinctif si horrible que tous ses larrys tant feurent oppilez et reserrez que à grande pene avecques les dents vous les eussiez eslargiz qui est chose bien horrible à penser : mesmement que le diable à la messe de sainct martin escripvent le caquet de deux gualoises à belles dentz allongea son parchemin.
1672,par cest inconvenient feurent au dessus relaschez les cotyledons de la matrice par lesquelz sursaulta lenfant et entra en la vène creuse et gravant par le diaphragme iusques au dessus des espaules où la dicte vène se part en deux print son chemin à gausche et sortit par laureille senestre.
1673,soubdain quil feut né il ne crya pas comme les aultres enfans mies mies mies.
1674,mais à haulte voix sescryoit à boyre à boyre à boyre.
1675,comme invitant tout le monde à boyre.
1676,ie me doubte que ne croyez asseurement ceste estrange nativité.
1677,si ne le croyez ie ne men soucye pas mais un homme de bien un homme de bon sens croyt tousiours ce quon luy dict et ce quil trouve par escript.
1678,ne dict pas solomon proverbiorum.
1679,i?
1680,innocens credit omni verbo re.
1681,et sainct paul prime corinthio.
1682,i.
1683,charitas omnia credit.
1684,pourquoy ne le croyriez vous?
1685,pour ce dictez vous quil ny a nulle apparence.
1686,ie vous dicz que pour ceste seule cause vous le debvez croyre en foy parfaicte.
1687,car les sorbonistes disent que foy est argument des choses de nulle apparence.
1688,est ce contre nostre loy nostre foy contre raison contre la saincte escripture?
1689,de ma par ie ne trouve rien escript es bibles sainctes qui soyt contre cela.
1690,mais si le vouloir de dieu estoyt tel diriez vous quil ne leust peu fayre?
1691,ha pour grace ne emburelucocquez iamais vos espritz que a dieu rien nest impossible.
1692,et sil vouloit les femmes auroyent dorenavant ainsi leurs enfans par laureille bacchus ne feut il pas engendré par la cuisse de iuppiter?
1693,rocquetaillade nasquit elle pas du talon de sa mère?
1694,minerve ne nasquit elle pas du cerveau par laureille de iuppiter?
1695,mais vous seriez bien dadvantaige esbahys & estonnez si ie vous exposoys presentement tout le chapitre de pline on quel parle des enfantemens estranges et contre nature.
1696,et toutesfoys ie ne suis poinct menteur tant asseuré comme il a esté.
1697,lisez le on septiesme de sa naturelle histoyre cha.
1698,.
1699,& ne men tabustez plus lentendement.
1700,comment le nom fut imposé à gargantua : et comment il humoyt le piot.
1701,le bonhomme grantgousier beuvant et se rigollant avecques les aultres entendit le cris horrible que son filz avoit faict entrant en lumière de ce monde quand il brasmoit demandant à boyre à boyre à boyre dont il dist que grant tu as supple le gousier.
1702,ce que oyans les assistans dirent que vrayment il debvoit avoir par ce le nom gargantua puis que telle avoyt esté la première parole de son père à sa nativité à limitation et exemple des anciens hebreux.
1703,à quoy fut condescendu par icelluy & pleut tresbien à sa mère.
1704,et pour lappaiser luy donnèrent à boyre à tirelarigot et feut porté sus les fonts et là baptisé comme est la coustume des bons christians.
1705,et luy feurent ordonnées dix et sept mille neuf cens vaches de pautille et de brehemond : pour lalaicter ordinairement car de trouver une nourrice convenente nestoit possible en tout le pais consideré la grande quantité de laict requis pour icelluy alimenter.
1706,combien quaulcuns docteurs scotistes ayent affermé que sa mère lalaicta et quelle pouvoit trayre de ses mammelles quatorze cens pippes de laict pour chascune fois.
1707,ce que nest vraysemblable.
1708,et a esté la proposition declarée par sorbone scandaleuse et des pitoyables aureilles offensive et sentant de loing heresie.
1709,en cest estat passa iusques à un an et dix moys en quel temps par le conseil des medicins on commencza le porter & fut faicte une belle charrette à bœufz par linvention de iean denyau et là dedans on le pourmenoit par cy par là ioyeusement & le faisoyt bon veoir car il portoit bonne troigne et avoyt presque dix et huyt mentons : & ne cryoit que bien peu mais il se couchioyt à toutes heures car il estoit merveilleusement phlegmaticque des fesses tant de sa complexion naturelle que de la disposition accidentale qui luy estoit advenue par trop humer de purée septembrale.
1710,et nen humoyt poinct sans cause.
1711,car sil advenoyt quil feut despit courroussé faché ou marry sil trepignoyt sil pleuroyt sil cryoit luy aportant à boyre lon le remettoyt en nature & soubdain demouroyt quoy et ioyeux.
1712,une de ses gouvernantes ma dict que de ce fayre il estoyt tant coustumier quau seul son des pinthes & flaccons il entroyt en ecstase comme sil goustoyt les ioyes de paradis.
1713,en sorte quelles considerant ceste complexion divine pour le resiouyr au matin faisoyent davant luy donner des verres avecques un cousteau ou des flaccons avecques leur toupon ou des pinthes avecques leur couvercle.
1714,auquel son il sesguayoit il tressailoit & luy mesmes se bressoit en dodelinant de la teste monichordisant des doigtz & baritonant du cul.
1715,comment on vestit gargantua.
1716,luy estant en cest aage son père ordonna quon luy feist des habillemens à sa livrée : laquelle estoit de blanc et bleu.
1717,de faict on y besoigna et furent faictz taillez et cousuz à la mode qui pour lors couroyt.
1718,par les anciennes pantarches qui sont en la chambre des comptes à montsoreau ie trouve quil feut vestu en la faczon que sensuyt.
1719,pour sa chemise furent leveez neuf cens aulnes de toille de chasteleraud et deux cens pour les coussons en sorte de carreaux lesquelz on mist soubz les esselles.
1720,et nestoit point froncée car la fronseure des chemises na poinct esté inventée si non depuis que les lingières lors que la poincte de leur aigueille estoit rompue ont commencé à besoigner du cul.
1721,pour son pourpoint feurent leveez huyt cens treize aulnes de satin blanc et pour les agueillettes quinze cens neuf peaux et demye de chiens lors commencza le monde de attacher les chausses au pourpoint.
1722,et non le pourpoint aux chausses car cest chose contre nature comme amplement a déclaré olkam sus les exponibles de m.
1723,haultechaussade.
1724,pour ses chausses feurent leveez unze cens cinq aulnes et un tiers destamet blanc et feurent deschicqueteez en forme de columnes strieez et crenelées par le darrière affin de neschaufer les reins.
1725,et flocquoit par dedans la deschicqueteure de damas bleu tant que besoin estoit.
1726,et notez quil avoit tresbelles griefves & bien proportionneez au reste de la nature.
1727,pour la braguette : feurent leveez seize aulnes un quartier dicelluy mesmes drap et feut la forme dicelle comme dun arc boutant bien estachée ioyeusement à deux belles boucles dor que prenoyent deux crochetz desmail en un chascun desquelz estoit enchassée une grosse esmeraugde de la grosseur dune pomme dorange.
1728,car ainsi que dict orpheus libro de lapidibus et pline lib.
1729,ultimo elle a vertus erective et confortative du membre naturel.
1730,lexiture de la braguette estoyt à la longueur dune canne deschicquettée comme les chausses avecques le damas bleu flottant comme davant.
1731,mais voyans la belle brodeure de canetille et les plaisans entrelatz dorfeuverie guarniz de fins diamens fins rubiz fines turquoises fines esmeraugdes & unions persicques vous leussiez comparée à une belle corne dabondance telles que voyez es antiquailles & telle que donna rhea es deux nymphes adrastea & ida nourrices de iuppiter.
1732,tousiours gualante succulente resudante tousiours verdoyante tousiours fleurissante tousiours fructifiante plene dhumeurs plene de fleurs plene de fruictz plene de toutes delices.
1733,ie advoue dieu sil ne la faisoyt bon veoyr.
1734,mais ie vous en exposeray bien dadvantaige en livre que iay faict de la dignité des braguettes.
