folio,side,par,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
78,v,1,"o,Z,a,n","c^c,c,8,a,x,8,9","x,o,Z","c^c,c,8,9","cc,c,8,a,Z","o,x","x,cc,c,8,9","4,o,Z","o,M,c,c,8,9","4,o,x"
78,v,2,"o,M,a,x,o,Z","4,o,N,a,Z","8,9","c^c,c,o,x","cc,c,o,Z","x,o,x","c^c,o,x,N,a,x","o,x,c^c,8,9","9,M,c,8,9","o,M,a,n"
79,r,1,"cc,c,9","4,o,x","cc,c,c,9","o,x","2,a,n","4,o,N,c,9","o,x,N,c,c,9","o,x","o,N,a,Z","c^c,o,x"
79,r,2,"2,a,x","4,o,M,a,m","c^c,c,8,9","x,8,a,n","4,o,M,cc,c,9","4,o,N,cc,9","o,Z,9","o,M,a,x","cc,c,M,c,9","c^c,c,N"
79,r,3,"cc,c,a,Z","M,a,x","2,c,M,c,c,9","o,c,N,c,9","cc,c,8,a,Z",9,"c^c,a,x",9,"o,x,9","c^c,o,N,9"
79,r,4,"cc,c,M,c,9","o,M,c,c,9","c^c,c,8,9","4,o,N,a,Z","c^c,c,9","4,o,x","4,o,M,c^c,9","cc,o,x,cc,c,9",9,"o,N,a,n"
79,r,5,"o,x,o,Z","c^c,c,c,9",9,"4,o,M,a,x","c^c,c,8,9",9,"o,x,9","8,cc,9","8,cc,o,x","o,N,cc,8"
79,r,6,"o,M,c,c,8,9","M,c,o,x","c^c,c,c,9","4,o,M,a,2","N,cc,c,8,9","x,cc,c,o,x","o,x","4,o,N,a,m","cc,c,9","o,M,c,c,8,9"
79,r,7,"4,o,N,c,c,9","c^c,c,o,x","o,x,N,c,c,c,9","P2,o,x","8,a,n","o,N,cc,c,9","N,c,c,9","c^c,o,x","c^c,c,c,9","o,x"
79,r,8,"cc,c,o,Z,9","8,a,Z","o,N,c,c,9","a,Z,a,i","o,8,9","x,8,9","cc,c,c,8,9","a,Z","cc,N,a,Q","8,a,n"
79,v,1,"4,o,x","4,o,N,c,cc,c,9","4,o,N,c,c,8,9","c^c,c,c,9","o,x","2,a,Z","x,o,x","4,o,M,c,c,8,9","4,o,N,c,c,9","c^c,c,c,8,9"
79,v,2,"o,x,N,a,Q","o,M,a,Z","cc,c,N,c,9","4,o,N,a,n","4,o,x,N,c,c,8,9","x,cc,c,8,9","o,x,cc,c,c,9","P2,cc,c,8,9","o,P2,cc,c,8,9","o,x,N,9"
79,v,3,"o,Z,a,m+","Z,c,a,?,a,n","9,N,c,c,9","M,c^c,c,9","a,Z,o,Z","?,M,c,c,Z","8,a,n","o,M,c^c,8,9","o,Z,a,n","c^c,c,N,9"
79,v,4,"o,x,N,c,9","o,M,a,n","o,P2,a,Z","o,N,a,n","N,a,Z","o,8,cc,c,9","o,?,9","o,M,o,x","o,x","8,N,c,c,9,M,a,Z"
79,v,5,"a,Z,o,Z","cc,c,c,N,c,9","N,c,c,c,8,9",o,"o,x","o,x","o,cc,c,c,9","o,x,o,Z","o,x,N,c,c,9","Z,o,x,M,a,n"
79,v,6,"c^c,c,c,P2,c^c,c,9","o,x,M,c^c,2,c,9","c^c,c,9","o,x","9,c^c,c,c,9","4,o,N,a,i","o,M,c,c,8,9","o,x","o,M,a,n","8,a,n"
79,v,7,"8,a,Z,a,x",9,"o,x,a,m","cc,c,8,9","c^c,c,N,9","4,o,N,a,n","o,N,cc,c,8,9","o,Z,a,n","Z,a,m","cc,c,8,9"
80,r,1,"o,N,a,i","o,N,a,Z","o,M,a,x,c^c,c,8,9","o,x,N,9","o,P2,o,Z","o,N,o,Z,9","o,N,o,x,o","o,N,a,x,9","o,x,cc,8,9","o,Z,a,x,9"
80,r,2,"o,x,o,Z","cc,c,M,c,9","o,x,o,Z","o,Z,a,m","o,x,N,a,n","o,x","o,x,N,a,m","o,M,a,m","c^c,a,Z","x,o,x"
80,r,3,"o,x","c^c,c,c,M,c,9","o,N,a,n","o,x,N,c,c,9","o,M,a,x","x,N,a,Z","4,o,N,c,c,9","2,o,x,cc,c,9","o,x","o,N,a,n"
80,r,4,"o,x,c^c,c,c,2","Z,a,Z","9,N,c,c,9","c^c,c,8,9","o,M,a,n","o,M,c,c,9","4,o,N,a,i,x","4,o,N,c,c,8,9","o,x","4,o,N,a,n"
80,r,5,2,"o,Z,o,x","4,o,N,a,n","c^c,c,8,9","o,x,N,a,n","cc,c,c,9","4,o,N,a,n","x,o,x,o,Q","x,M,c,c,8","cc,c,N,9"
80,r,6,"o,M,x,o,x","x,cc,o,Z","cc,c,o,x","4,o,N,a,x","x,cc,c,9","c,c,9","o,x",x,"N,a,n","cc,c,o,x"
80,v,1,"cc,c,8,9","4,o,N,c,8,9","o,M,c,9","4,o,N,a,m","c^c,c,8,9","N,a,n","P2,cc,c,o,x","N,c,8,9","M,cc,o,o,x","o,x"
80,v,2,"N,a,x,8,9","cc,c,9","o,x,o,Z","o,x","a,Z","x,o,Z",x,"c^c,c,M,c,c,9","o,x,N,a,m","4,o,N,o,x"
80,v,3,"o,N,a,n","o,Z","o,x,N,c,8,9","o,N,a,m","4,o,x","9,cc,c,8,9","cc,c,8,9,Z","4,o,M,x,o,x,N,a,x","cc,c,o,x,8,9","4,o,N,a,x"
80,v,4,"x,c^c,c,8,9","c^c,c,8,9","o,Z","8,a,x","cc,c,9","o,x","4,o,N,a,x","8,cc,c,8,9","o,M,a,Q","o,N,a,x"
80,v,5,"o,x,cc,c,9","c^c,c,8,9","x,cc,c,8,9","cc,c,9","4,9,M,a,m","cc,c,9","4,o,M,9","2,a,Z","cc,c,c,M,c,9","o,Z"
80,v,6,"N,cc,o,x","o,x","o,x,N,a,n","o,x,N,a,n","4,o,N,a,n","4,o,N,c,8,x,9","o,N,c,c,8,9","N,a,m","o,x","4,o,N,a,n"
80,v,7,"o,x,o,x,cc,c,9","c^c,N,9","4,o,N,c,c,8,9","P2,o,x,c^c,c,8,9","x,cc,9","c^c,c,8,9","o,x,a,x","o,x,c^c,c,8,9","8,a,x,9","c^c,c,9"
80,v,8,"o,Z,o,x","4,o,N,a,x","8,9","c^c,o,N,a,x","8,a,x,a,Z","o,N,c^c,c,9","c^c,a,Z","c^c,N,a,n","a,n","2,o,Z"
81,r,1,"o,M,c,8,9","4,o,N,c,c,8,9","cc,c,c,8,9","o,x","2,a,n","o,c,c,c,8,9","a,Z,o,x","o,Z,a,n","4,o,x,c^c,c,c,8,9","4,o,N,c,cc,c,8,9"
81,r,2,"o,Z,a,m","o,Z","a,Z","cc,c,2","o,x,N,c,8,9","c^c,9","c^c,c,8,9","x,cc,c,8,9","o,x","c^c,c,8,9"
81,v,1,"8,a,n,8,9","cc,c,c,N,c,9","o,x,o,Z","8,a,m","o,N,c,c,8","N,a,m","cc,c,9","o,x","9,a,Z","o,x,8,9"
81,v,2,"cc,a,x","c^c,c,N,c,c,8,9","cc,c,N,9","M,c,8,9","o,x,N,c,c,8,9","o,m+","8,c^c,c,o,x","o,N,c,o,x","o,x,N,c,c,8,9","o,x,N,c,o,x"
81,v,3,"o,x,N,a,x","o,M,a,n",$,$,$,$,$,$,$,$
82,r,1,"4,o,N,a,m","8,a,i,Z,cc,c,9","Z,cc,c,9","cc,N,c,8,9","4,o,N,a,m","c^c,c,c,M,c,9","2,c^c,o,x","4,o,M,c,o,Z","cc,c,8,9","4,o,M,a,x"
82,r,2,"8,a,i,Z","o,Z,o,x",$,$,$,$,$,$,$,$
82,r,3,"x,cc,9","4,o,N,c,c,8,9","o,N,a,n","cc,a,Z","o,N,a,n","o,Z,9","x,2,a,Z,a,m","9,N,c,c,9","4,o,N,c,c,9","cc,c,8,a,Z"
82,r,4,"cc,c,9","cc,c,o,Z","c,N,c,c,9","cc,c,o,x","o,x","2,a,n","Z,a,n","cc,c,9","x,Z","c^c,c,c,9"
82,r,5,"o,N,c,c,a,Z","o,x,a,m","8,o,x,o,x","2,o,N,o,x,9","o,x,N,a,N,9","2,o,Z,o,Z,x","o,N,a,i,Z,a,8,9","8,a,Z,a,Z,9","o,N,a,x,8,9","o,N,a,x"
82,v,1,"o,M,c,8,a,x","o,M,9","8,a,m","o,M,c,8,9","o,M,c,cc,8,9",$,$,$,$,$
82,v,2,"c^c,c,8,9","4,o,M,a,x","cc,c,8,9","4,o,N,a,x","c^c,o,N,9","4,o,N,a,x","4,o,M,c,9","4,o,N,c,8,9","o,M,c,c,8,9","M,c,c,o,x"
82,v,3,"c^c,c,9","2,a,n","cc,c,c,9","Z,o,x","Z,o,x","x,cc,c,9","8,a,x,cc,c,8,9","4,o,N,o,x,8,9","cc,c,N,c,8,9","cc,o,x,N,a,m"
82,v,4,2,"cc,x","o,M,a,x","cc,c,c,N,c,9","8,9","cc,8,9","o,M,9","cc,c,8,9","cc,c,a,x","cc,c,8,9"
82,v,5,"o,N,a,x,cc,9","o,x,N,c,c,8,9",$,$,$,$,$,$,$,$
82,v,6,"c^c,c,8,9","o,x,N,a,m","4,o,N,a,n,Z","4,o,x,cc,c,8,9","c^c,c,a,x","4,o,N,a,n","4,o,N,a,m","c^c,c,8,9","4,o,N,o,x","c^c,c,c,8,9"
82,v,7,"o,Z,a,m","4,o,N,a,n","cc,c,9","x,a,Z,a,m","o,x","2,a,Z","o,x,c^c,a,x,2,9",c^c,"4,o,N,a,x","o,M,a,x,9"
82,v,8,"c^c,o,x,8,9","4,o,N,a,m","c^c,c,8,9","P2,cc,c,o,x","o,x,N,c,c,9,Z","o,x,N,a,n","8,a,x,cc,c,N,c,9","cc,c,N,c,9","o,x,N,o,x","cc,o,x"
82,v,9,"o,M,c,c,8,9","o,M,c,8,o,x","o,x,N,o,x","o,N,o,x,8,9","o,N,o,x","o,N,c,8,o,Z","o,N,o,o,N,9","o,N,a,n",$,$
83,r,1,"cc,a,Z,9","cc,c,8,9","4,o,N,9","c^c,c,c,M,c,c,8,cc,9","o,M,c,8,9","P2,cc,c,8,a,x","4,o,M,c,c,8,9","4,o,M,c,c,8,9","4,o,N,c,8,9","Z,c^c,c,c,8,9"
83,r,2,"2,cc,c,M,9","c^c,c,cc,9","9,M,a,m","c^c,c,N,c,c,9","x,N,c,c,8","8,cc,c,o,N,c,8,9","cc,c,a,x,Z,o,Z","cc,c,c,M,c,8","4,o,N,a,n","cc,c,8,9"
83,r,3,"c^c,c,8,9","o,x,2,a,x,9","o,M,a,m","cc,c,M,9","cc,c,c,M,c,9","2,o,m+","cc,c,8,9","o,M,a,Z","c^c,c,M,c,9","c^c,c,?,M,c,c,8,9"
83,r,4,"c^c,c,8,9","2,N,a,Z","2,a,Z","4,o,M,a,x","cc,c,8,9","c^c,c,o,x","8,a,m","x,cc,8,9","cc,c,8,9",?
83,r,5,"c,M,c,o,x","M,a,n",Z,"2,a,x","x,8,a,x,o,Z","cc,c,9","8,a,n","o,x","8,a,m","o,x"
83,v,1,"o,N,cc,c,9","cc,c,8","o,N,a,m","4,o,N,a,m","2,o,x,N,c,c,8,9","4,o,N,a,x","4,o,N,c,c,8,9","o,x,N,c^c,c,8,9","4,o,N,a,x","8,o,x"
83,v,2,"o,N,a,Z,cc,9","o,x,o,x,a,Z,9",$,$,$,$,$,$,$,$
83,v,3,"cc,c,a,x","c^c,c,c,c,N,c,9","c^c,c,c,N,c,a,x","M,c,8,9","cc,c,o,x","o,x,o,x","cc,c,o,Z","M,o,c,M,c,c,9","cc,c,c,N,c,8,9","8,a,x"
83,v,4,"o,N,a,m","o,N,cc,8,9",$,$,$,$,$,$,$,$
83,v,5,"o,x,cc,9","c,M,c,c,9","o,P2,cc,c,9","cc,c,9","c^c,c,o,x","4,o,N,a,x","4,o","c^c,c,o,x","o,x,a,n","4,o,x"
84,r,1,"9,8,9","8,c^c,c,8,9","o,M,o,x,9","o,N,o,x,c^c,9","x,N,o,x","o,M,c,8,9","o,x,c^c,9","8,o,n,2","x,o,x,9","o,N,c,8,9"
84,r,2,"o,x,N,c,8,9","4,o,N,a,x","c^c,c,N,c,9","c^c,c,8,9","cc,c,o,x","o,x","o?,x","c^c,c,8,9,M,c,8,9","M,o,Z","o,x,a,Z,8,9"
84,r,3,"2,a,x,cc,c,8,9","c^c,c,8,9","4,o,N,a,n","4,o,M,c,8,9","4,o,x,N,c,c,9","9,4,o,N,a,n","2,o,x","4,o,N,c,9","Z,o,x","cc,c,N,c,9"
84,r,4,"x,c^c,c,8,9","4,o,N,c,9","o,M,c^c,c,8,9",9,"M,o,Z","cc,c,8,9","o,N,a,x","cc,c,9",9,"o,N,a,x"
84,r,5,"o,x,N,c,9","4,o,N,c,c,8,9","2,cc,8,9","c^c,c,M,c,9","8,a,Z","o,M,9","c^c,c,M,c,c,9","4,o,M,o,x","Z,a,Q","o,M,c,8,9"
84,r,6,"o,M,a,x,9",$,$,$,$,$,$,$,$,$
84,r,7,"o,Z,o","a,i,Z","o,Z","c^c,c,N,c,9","a,i,Z","cc,c,o,Z","o,M,c,9","8,a,n","8,a,m","4,o,N,a,x"
84,r,8,"o,N,c,8,9","o,N,c,8,9","o,Z,o,Z","a,Z","4,o,N,c,8,9","8,?,c,8,9","8,a,Q","c,M,cc,9","o,N,c,8,9","c^c,c,N,c,8,9"
84,v,1,"o,N,a,x,9","2,o,x","o,N,c,c,c,9","2,o,m","a,Q","o,Z","8,a,Z","cc,8,9","8,a,Z","o,M,8,9"
84,v,2,"4,o,N,c,c,8,9","c^c,c,8,9","4,o,N,c,8,9","4,o,N,9","M,o,x,c^c,9","8,9","c^c,c,8,9","o,N,c,8,9","o,N,a,Z","c^c,c,8,9"
84,v,3,"cc,c,8,9","o,M,o,x","8,o,x,N,c,8,9","o,M,c,2","2,o,Z","9,N,a,m","o,x,N,c,8,9","8,a,m","x,N,c,o,x,8,9","4,o,N,c,9"
84,v,4,"8,c^c,c,8,9","9,cc,c,N,c,9","9,8,a,i,Z,o,x","o,N,a,Z",$,$,$,$,$,$
84,v,5,"o,cc,c,8,9","9,c^?,N,c,9","8,a,Z,cc,9","o,x,8,9","8,a,i,2","2,o,x,cc,c,9","o,N,cc,8,9",$,$,$
85,r,1,"o,x,c^c,c,8,9","cc,o,Z","4,o,N,c,c,9","P2,cc,c,9","c^c,c,9","2,o,Z,a,n","M,8,a,Q","M,c,8,9","N,c,8,9","o,N,cc,9"
85,r,2,"cc,c,o,x,N,c,c,8,9",8,"cc,c,o","cc,o,N,a,m","8,a,i,Z","o,P1,a,Z","4,o,M,8,c,M,9","cc,o,P1,cc,8,9","4,o,a,Z","c^c,c,o,x"
85,r,3,"cc,c,c,9","o,N,a,Z,9","4,o,N,a,Z","c^c,o,m","o,x,N,9","8,a,x","o,x,N,c,c,o","cc,c,o,N,a,n","c^c,c,o,N,c,9","8,x"
85,r,4,"x,a,Q","8,a,Q","o,M,cc,c,8,9","o,N,cc,8,9","o,N,c,c,9","8,a,Q","2,cc,8,9","4,o,N,c^c,c,9","o,M,c^c,c,9","cc,c,c,P2,c,c,9"
85,r,5,"o,N,c,8,9","9,cc,c,8,9","o,Z,a,m","cc,c,8,9","M,a,Z","9,8,a,i,Z","cc,c,8,9","cc,o,Z","4,o,M,a,m","o,M,c,8,9"
85,r,6,"9,N,cc,c,8,9","4,o,N,a,m","cc,c,M,c,8,9","o,M,c,o,8,9","2,cc,c,8,a,n,Z","o,x,cc,c,8,9","4,o,N,c,8,9","c^c,c,c,N,c,c,9","o,N,a,Z","cc,c,8,9"
85,r,7,"o,M,a,x,o,Q","o,M,cc,8,9","o,M,a,x","cc,8,9","cc,8,9","o,N,c,8,9","cc,c,M,c,9","o,N,c,8,c,2","o,2,a,m","8,o,Z,cc,8,9"
85,r,8,"o,M,cc,c,8,9","o,M,o,x","o,x,P2,cc,8,9","cc,c,8,a,Z","2,a,Z","o,M,a,Z,a,Z","c^c,M,9","4,o,N,a,Z","4,o,M,o,8,9","x,N,cc,c,8,9"
85,v,1,"9,N,a,i,Z,o,x,N,9","o,M,a,Z","4,o,N,a,x","9,N,c,c,a,x,a,Z","a,Z","cc,c,P2,c,a,Z","o,Z","x,cc,8,o,x","4,o,N,o","9,M,c,c,8,9"
85,v,2,"cc,o,x,N,a,Z","4,o,N,a,m","a,m+","o,Z","P2,cc,c,c,P?,c,c,9","c^c,o,P2,cc,c,8","P2,o,x","4,o,M,a,Z,8,a,Q","o,M,a,x","x,N,a,Z"
85,v,3,"c^c,8,a,m","8,a,x","8,9","cc,c,8,9","9,N,a,n","9,M,a,m","o,N,9","c^c,o,x","cc,c,M,c,8,9","8,cc,c,8,9"
85,v,4,"a,i,?,8,a,Q","cc,c,a,Z","o,M,a,x,N,9","a,Z","4,o,N,c^c,c,9","o,M,o,x,N,c^c,9","o,M,a,Z","P2,a,m","9,N,c,8,9","a,m+"
86,r,1,"9,M,a,m","o,Z,a,m+","c^c,8,a,Q","9,M,a,m","9,M,a,Z","c^c,c,M,9","o,x,N,c,c,8,9","o,N,a,Z,9","a,Z","8,a,x"
86,r,2,"o,x,N,a,Q","a,m+","o,M,a,x","cc,c,9","9,M,a,x","N,a,m","2,a,x","o,c,M,c,c,9","o,N,a,Z","M,a,Z,a,x"
86,r,3,"o,x,N,a,?,Q","o,M,a,m","9,c^c,c,9","4,o,M,a,x","9,N,a,m","M,a,m",9,"cc,c,8","o,c,N,c,c,8,9","M,a,Q"
86,r,4,"x,N,c^c,9","4,o,c,c,9","a,Z,a,x,o,c^c,c,c,9","N,a,n","2,a,i,Z","o,M,a,m","o,x,N,a,Z","o,M,a,m","cc,c,N,c,9","N,cc,o,8,9"
86,r,5,"8,9","o,c,M,c,9","4,o,M,c,c,9","cc,c,8,9","9,M,c,o,8,9","9,M,a,n,o","c^c,c,9","9,N,a,Z","x,cc,o,8,9","9,M,cc,c,9"
87,r,1,"4,o,M,9","c,M,c,c,o,8,9","cc,c,o,8,a,x","c,M,c,o,2","c^c,o","2,a,Z,a,m","8,cc,o,x","o,M,c,o,8,9","c^c,o,c,M,c,c,9","2,o,Z"
87,r,2,"8,cc,c,c,o,x","cc,c,o,x","9,M,c,c,o,2","x,8,a,m","c,N,c,c,o","4,ô","2,a,m","c,N,c,c,9","cc,c,o,2","cc,c,o,x"
87,v,1,"o,M,o,x","4,o,2,cc,c,o,8,9","M,c,cc,o,x","c^c,c,o,x","9,M,c,o,8,a,n","c,M,c,o,8,o,x","4,o","c,M,c,c,9","c^c,o,c,c,9","4,o,N,c,o,Q"
87,v,2,"o,x,c,M,c,Z","2,a,m","8,a,Z,a,m,Q","a,x","o,Z","a,Z,o,x,o,Z","4,o,2","9,N,c^c,o","a,M,o,x,Q","a,m"
88,r,1,"o,M,a,x,9","o,M,o,N,9","o,x,8,a,Z","o,Z,a,x,8","o,2,a,x","o,M,o,Z,cc,c,M,9",$,$,$,$
88,r,2,"2,a,Q","c^c,9","9,N,c,o,Z","cc,c,c,2","4,o,o,Z","cc,c,o,Q","9,o,N,c,o,8,9","cc,c,o,Q,a,Q","cc,c,o,Q","o,Z"
88,r,3,"o,M,9,8,a","2,o,Z,o,Z,9","o,N,o,x","?,a,Z,9","o,Z,a,Q","o,N,a,x,8,9",$,$,$,$
88,r,4,"cc,o,Z,cc,o,x,2,a,x","o,x","cc,c,o,Z","cc,o,x","o,N,a,m","9,cc,c,9","c^c,c,o,x,8,Q","c^c,c,c,o,x","o,x","c^c,o,c,N,c,9"
88,r,5,"o,P1,9,2,N,9,8,a,x","o,M,o,Z,a,Q","o,P1,a,x,8,o",$,$,$,$,$,$,$
88,r,6,"cc,c,o,Q","4,o,c,N,c,o,Z","8,o,x","cc,o,x","cc,c,a,Z","8,a,Z","o,P1,a,x","cc,c,M,cc,9","4,o,N,c,o,Z","cc,c,o,x"
88,v,1,"o,M,o,N,o,x","a,Z,o,8,9","o,M,a,Z","c,P2,c,c,o,Z","cc,c,o,c,M,c,9","o,N,o,x,9,8",$,$,$,$
88,v,2,"8,a,Z,a,x,9","cc,c,N,o,x","cc,c,o,Z,o,x","8,a,Z","2,a,n,a,x","cc,c,c,9","a,Z","cc,c,o,x","o,N,c,a,Z","cc,o,8,9"
88,v,3,"o,N,a,m","cc,c,o,2,8,9","o,M,o,Z,9","o,M,o,Z,a,Q",$,$,$,$,$,$
88,v,4,"cc,o,8,9","cc,c,o,c,N,c,9","o,M,c,o,x","cc,c,o,8,9","2,4,o,N,c,o,8,a,m","8,9","o,M,c,o,8,9","cc,o,c,M,c,c,9","cc,c,o,8,9","o,x,a,m"
88,v,5,"c^c,9","cc,c,o,Z","cc,o,N,9","2,a,m","2,a,x,8,9","cc,c,o,c,N,c,9","cc,c,o,2","8,a,n","cc,c,c,N,c,9","M,o,2"
88,v,6,"8,a,Z,a,Z,8,a,Q","o,M,8,o,Z,8,9","o,M,9,8,a,Z,9","8,a,Z,a,Q,8,a,x",$,$,$,$,$,$
89,ra,1,"a,Z,a,Z,cc,o,8,a,m","o,M,o,x,8,9","o,x,8,a,Q","4,N,o,x","o,N,cc,c^c,9",$,$,$,$,$
89,ra,2,"8,a,m","c,N,cc,9","cc,o,Z","8,a,x","4,o,N,a,Z","cc,c,o,8,9","cc,c,o,N,9","cc,o,x","2,?","M,8,a,n"
89,ra,3,"8,a,i","o,N,a,m","o,M,o,Z,a,n","cc,o,x,c,c,c,2","9,N,9,8",$,$,$,$,$
89,ra,4,"8,a,x,8,a,x","a,x","8,a,n,a,x,8,9","cc,c,o,8,9","8,a,x","8,a,x,2,a,x","8,a,i,Q","8,a,m","9,N,c,c,8,9","8,a,m"
89,ra,5,"cc,o,8,a,m","8,a,m","cc,c,o,8,a,n","cc,c,o,8,9","o,M,c,o,2","8,a,n","8,a,x","cc,c,9","cc,?,a,8","4,o,M,o,x"
89,ra,6,"9,8,c,P2,o,8,9","2,9,8,a,Z,a,Z,9","2,a,x,8,a,Q","9,N,o,c,P1,c,9",$,$,$,$,$,$
89,rb,1,"o,P2,cc,c,o,Z","2,a,x,o,m,c^c,c,o,x","o,P2,cc,o,2,a,Q","8,o,x,9","o,8,o,Z,9",$,$,$,$,$
89,rb,2,"cc,c,o,N,9","cc,c,o,8,9","o,N,9","8,a,m",a?,2,"cc,c,o,Z","4,o,8,9","cc,c,o,x,8,9","4,o,N,c,c,9"
89,rb,3,"o,P2,cc,o,Z,o,m","8,9","c^c,o,x","o,N,o,x","o,M,o,x,8,9",$,$,$,$,$
89,rb,4,"cc,c,c,N,9","8,a,m","2,o,c,N,c,c,9","o,c,N,c,9","8,a,m","o,N,c,o","2,a,m","c,N,c,o","9,cc,c,o,M,c,c,o","o,c,?,N,c,9"
89,rb,5,"o,N,c^c,8,cc,o,2","o,P1,o,Z,a,n","cc,c,o,8,9","cc,c,9,2","2,o,8,a,Z","N,o,Z,a,m,9",$,$,$,$
89,rb,6,"8,a,i,Z,?","2,a,i,Z,9,x","o,N,a,Z","8,a,m","cc,N,a,m","o,x","4,o,a,m","o,x,8,a,m","o,Z,a,n","o,Z,a,n"
89,rb,7,"o,M,o,x,a,Z,o,x","9,M,a,Z,a,Q","o,M,a,x,2,9","o,P1,a,N,a,x","9,o,Z,a,n","o,N,a,n",$,$,$,$
89,va,1,"cc,o,N,a,Q","c^c,c,o,x","cc,o,N,a,Z,o","8,a,Z,cc,c,o,Z","o,N,a,?,Q","cc,o,c,c,2,9",$,$,$,$
89,va,2,"cc,N,a,Q","8,a,m","cc,c,o","o,Z",x,"x,cc,o","cc,c,o","4,o,x","cc,o,Q","cc,c,o,x"
89,va,3,"o,P2,cc,c,c,8,c,9","8,9,N,a,Z,a,i","cc,o,8,9","o,M,a,i,Z","o,N,a,Z,9",$,$,$,$,$
89,va,4,"8,a,Z,a,i,Q?,2","cc,c,M,c,9","o,N,a,Z","cc,o,c,c,c,2","a,m","8,a,Z","c,c,c,9","cc,o,2","8,a,m","c,M,c?,9"
89,va,5,"8,a,m","cc,c,o","8,a,i,Z","x,o,9?","o,x","cc,o","8,a,i,Z,a,i,Z","c,M,c,c,9","cc,9","cc,M,9"
89,va,6,"8,a,Z?,c,N,9","2,i,8,?","?,?","cc,M,cc,9","o,M,a,Z,a,Q","o,P2,a,x,o,n,Z,9",$,$,$,$
89,vb,1,"8,a,Z,c^c,o,8,9","o,M,cc,a,Z","o,M,o,c,N,c,9","o,N,a,Z,a,x,8,9",$,$,$,$,$,$
89,vb,2,"o,8,a,m","4,o,N,a,Z","8,a,Z","8,a,m","cc,c,N,a,x","a,n","4,o,N,a,Z","c^c,o,8,a,n","o,x","2,a,n"
89,vb,3,"cc,o,x,8,9","o,N,a,x","8,a,m","2,a,i,Z","o,N,cc,o,x","cc,c,9","2,o,x","c,M,c,9","o,x,N,c,c,9","o,N,o,x"
89,vb,4,"o,P2,a,x,8,a,m","o,P2,o,x,o,x,a,m","o,M,a,Z,c^c,o,2","N,o,c,c,o,Z,a,n",$,$,$,$,$,$
90,ra,1,"o,N,a,Q","c^c,o,N,o,x","4,o,c,N,cc,9","9,N,o,8,a,Z","cc,o,N,9",2,"4,o,N,a,8","4,o,8,a,Z","4,o,N,c,c,9","9,N,c,c,9"
90,rb,1,"8,a,m","o,N,o,m","4,o,N,o,Z","8,a,m","Z,o,8,a,m","o,x,cc,c,o","8,o,Q","o,N,o,m","4,o,c,c,o,Z","c,N,c,o,2"
90,va,1,"o,N,c,c,c,9","2,a,m","o,M,c,c,9","M,cc,o,2","o,N,c,c,o,Q","M,cc,o,8,9","c^c,9","cc,9","cc,c,c,a,Z","o,x"
90,va,2,"8,a,n","o,M,c,c,o,x","4,o,N,cc,9","4,N,c,o,8,9","M,c,c,a,2","cc,o,Q","cc,o,8,a,Z","o,M,c,c,9","c^c,c,o,c,M,9","M,o,x"
90,vb,1,"N,a,m","o,x","c^c,c,o,x","Z,o,Z","c^c,c,M,c,c,o","4,o,N,c,9,2","c^c,?","o,x,cc,c,c,9","2,9","o,N,c,c,o,8,9"
90,vb,2,"8,a,m","c^,M,c^c,c,o,x","c^c,c,o,x","N,c,c,c,o,x","c,M,c,c,9","8,c,c,o","o,N,c,cc,o,8","o,M,c,o,x","cc,c,o,2","?,N,c,c,9"
93,r,1,"2,cc,o,2","cc,o,N,a,x","8,o,x","o,x,cc,o,8","c,M,c,o,x","cc,o,x","o,x","c,M,c,o,x","4,o,N,cc,o","c^c,o,8,a,m"
93,v,1,"cc,c,c,o,x",2,"c,N,c,9","cc,2","9,cc,o,x","8,a,Z","2,a,Z","9,M,cc,o,x","o,x,9","c,M,c,o,x"
94,r,1,"8,9,M,cc,8,9","cc,8,9","o,M,a,Z","8,a,Q","N,a,i,8,9","cc,9","o,2,a,n","4,o,N,9","cc,8,9","9,N,a,x"
94,v,1,"o,N,cc,9","o,x","4,o,N,cc,8,9","N,c,8,9","o,M,cc,9","o,M,a,Z","8,cc,8,9","M,a,Q","4,o,N,c,c,9","cc,8,9"
94,v,2,"4,o,N,a,m","c^c,c,9","M,a,N,9","o,M,9","M,a,8,9","o,M,cc,9","o,M,o,Z","a,Z,a,x","4,o,M,a,Z","o,P2,cc,8,9"
94,v,3,"o,N,a,m","cc,c,N,c,9","c,c,8,9","cc,c,M,c,9","8,a,m","o,N,9","c,c,8,9","o,Z","4,o,N,9","9,N,o,x"
95,ra,1,"c^c,8,a,x,9","4,o,N,9","M,a,8,a,n","cc,c,8,9","9,M,a,Z","x,9","N,a,m","cc,9","4,o,N,a,m","cc,c,8,9"
95,ra,2,"cc,c,N,a,x","x,8,a,Z","o,x,N,c,c,9","9,N,a,Z","8,a,Z","o,x","cc,c,N,a,n","cc,8,9","o,Z","9,N,a,m"
95,rb,1,"cc,c,N,c,c,9","o,N,a,n","o,Z","M,o,Z","c^c,o,8,9","8,a,m","a,Z,a,Q","o,N,a,n","o,P1,a,Z","o,M,a,m"
