,textstring
3.1,i. wiltu machen runde ayer so reib ein wenig semelbrotz. nym ayer totter on das weiß. klopff dz brot dy totter muscat saltz durch ein ander vnd fuel die aier schalen damit mit holtzlein vnd rure sie fast biß sy vol werden. nim ein gopflein von einer anderen ayer schalen salb das ynnen mit ayer klar vnd stuertz es vber dz lochlein des gefuelten ayes. vnd rost sie in einem schmaltz. oder brat sie bey einem feuer oder magst sie sieden wie du wilt. so sein sie gut vnd gib sie dar. jtem solch fuel mag man in krebß schaln fuellen darein gehackt peterling salbey oder welschen mirrich auch gunring vnd andern gutten kreuettern ein wenig so gebratten vnd gestossen mit wurtzen abgemacht also dar geben in ein bruelein vor gelert oder trucken wie man wil das ist gut.
3.2,ij. jtem wer ein gestriches bachen habeen wil der mach ein teig von eitel ayern vnd schon mel reib leckuchen darunter vnd knit es mit einem gutten gesotten honigwein. zeuch den teig auf einem bret mit einem welgerholtz vnd schneid schnitlein fingers lang vnd breit vnd bach es den also.
3.3,iij. jtem wiltu kroßayer machen. so nym ayer die brich an den spitzen huebschlich auf. thu wurtz vnd saltz darein vnd ruer es mit einem holtzlein gar wol unter einander doch so weren zimmetplueet die aller besten wurtz darein. oder wol gestossen zimmet rinden oder muscatplueet. oder muscat. solch zimlich wurtz vnd ander sol man nemen zu dissen airen. vnd mach dz lochlein oben mit ayer klar zu vnd sturtz darunter. also magstu sie braten in einem schmaltz oder in heisser eschen dz sie kein an ruere.
3.4,iiij. jtem wiltu machen ein hoflichs essen von ayren nym ayer vnd mel. vnd mach ein linden teig den ferb als ich hernach wurd lernen von kornenblumen vnd von kreuetern. mach einß blab einß gruen einß rot einß gelb oder weiß zertreib den teig mit einem welgerholtz. vnd ferb in dan an einer seiten aussen. mach pleter darauß alß krapffen. vnd hack wiltprat es sei gesotten oder gebraten des gleichen kramet vogel oder ander vogel gesotten oder gebraten. oder des gleichen huener welcherley geheck dz ist kneten mit einem rohen ay abgewuertzt gesaltzen vnd gegilbt. so leg es also auff die pleter die rund geschnitten sein. vnd arbeit dz geheck als duen die bleteer sein vnd leg ein ander blat daruber dz salbe vmb vnd vmb zu als fladen. vnd back sie in einer pfannen wiltu dan gerne so magstu fein krapffen machen. wen die gebachen sein. so strew zucker darauff an der anricht setz sie fuer also in solchen bletern oder krapffen magstu ayer bachen in zweyerley oder dreyerley weiß mach geruert ayer mit wurtzen vnd saltz sie ab. vnd ein wenig saffran darein vnd verbirg die in dy bleter als vor geferbt oder vngeferbt vnd bach sie. zum andern mal seued hert ayer hack sie wol thu peterling darein. vnd wurtz verknyt sie mit einem rohen ay dz vbergilbt sey vnd leg sie ein als vor vnd bach sie. zum dritten mal du magst allerley gesotten fleysch nemen vor gesotten duer oder gruen vor wol gehackt. vnd mit einem rohen ay verknete on gel mit wurtz vnd saltz nit zu vil vnd trucken ein gelegt schon vermacht vnd gebachen. vnd wiltu geren so magstu gruen opffel in diß drew gebachen hacken vnd wol vnter einander temperien. vnd also zertig kuechlein vnd krapffen bachen.
3.5,v. wiltu machen ein geschachzebeltz bachen dz gefuelt sei von fuenff farben. so nym vnd bach ein blat von geklopften ayren den tottern vnd ein klein saffran darunter das es gelb sey. nym die ayer auf ein essen. oder zwei. drucken peterling saft darein durch ein sauber tuch. temperir dz wol so werden sie gruen. mach ein teig als die haßenor nit zu dick noch zu duen vnd schneid bleter darauß bach sie nit zu braun. wiltu sie blab haben. so druck kornblumen saft darein vnd der wirt zweyerley oder dreyerley so man wol hat gestossen in einem morsser mit lautterem wasser wie vil der kornplumen sein so ist der erst truck sat blab. der ander bleicher. der drit noch bleicher. also ist allen varben von außdrucken von allen plumen vnd kreuetern. on rosen die hat nit mer den yren geschmacke ausgetruckt vnd vntter gemischt ir saft on schaden in al essen so man die an richt darunter getemperiret so schmecke dar zu vnd vntersetz den geschmack in ein zin also magstu wol nemen feyel vnd was von kreuetern vnd wz von plumen wol schmeckt gestossen vnd gestrichen durch in ein tuch vnd alweg den safft behalten thu in ein glessen geschir biß du sein bedarffest gar schon verdeckt vor mucken vnd spinnen.
3.6,vi. jtem nym opffel vnd bach sie braun in schmaltz. thu sie auß leg sie auff ein banck. wurtz sie zu massen auch zimlich saltz. nym dz erst gelb blat vnd streich die opffel darauf nit zu dick vnd zu duen. den so nym dz gruen blat vnd leg es auf opffel mach den gelb fuel von ayer gewuertz als geruert ayer. nym dan dz blab blat vnd leg es darauf die fuel vnd nym dan ein ander farb wie der teig geferbt ist ein blat leg darueber. so dan die bleter vnd fuel bey ein ander ist schon auf ein ander gelegt so nym ein frisch ayer klar vnd bestreich sie vmb vnd vmb hefft es woll vnd mach es lenglicht als einen weck. schneid es zu stuecklein vnd stoß an einen hultzen zutetigen bretten spiß ye .ij. oder .iij. zusamen an ein spißlein. mach ein duennes teiglein von milch vnd ayren vergilbs. zeuch die spißlein dardurch vnd leg sie wider in ein milchschmaltz vnd bach sy braun trag es fuer. vnd wen dz auf geschnitten wirt so hat yedes sein farb das die gest sere verwundert.
3.7,vij. wiltu ein angestriches gebachens machen. nym ayer vnd geriben keß. mell vnd milch mach ein starcken teig den zeueg auff ein bret gar duenne. schneid in als die wuermlein halm groß vnd fingers leng scheues das in ein heys schmaltz die hack besunder see zucker darauff an der anricht vnd gib es an fastagen fuer ein gebratens in flachen zinnen schuesseln.
3.8,viij. jtem ein ander form schneidt den teig als die glas rautten oder kle bletter oder rosen die mag man auch allso bachen. wiltu vergulden so sol es woll kalt sein das bestet jtem wiltu mit dem selben teig ein hoflich essen in ein schwartz pfefferlein machen. seued ayer hert vnd nym den tottern gebraten opfel oder birnen dz hack vnter ein ander. nym ein wenig saffran in einen wein oder milch. temperir dz vnter ein ander dz es dick pleib. mach fladen auß dem teig thu dz geheck darauf schlach in zu vnd welg es in den henden rundt wie vil du ir haben wilt. bach sie in lautterem milchschmaltz vnd leg sie in den pfeffer heiß oder kalt. see ein wenig lautter ingwer darauff. so nym den das hert gesotten weissen das ayes vnd schneid klein stuecklein als die wuerffel dy see auch darauf mach es ab mit ein wenig milchschmaltz dz stet wol vnd ist ein gutes gesundes essen. mit dem selben teig mag man machen als dy gefulten ayer oder als die gefulten krebß fuer getragen in brueen oder in weinsuppen oder in pfeffer.
3.9,ix. jtem ein fremde gebachens heist schnabel. nym weißbrot schneid dy rinden da von. darauß mach duenne schnitten die leg auf ein bret schneid die rinten als teller nym opffel dy schneid zu halben fierteln vnd rost sie darnach hack sie klein saltz vnd wurtz sey was wurtz du hast pfeffer oder ingwer vermisch ein saffran hack es durch einander schlache wol geklopft ayer darein dz knit durch ein ander. so du die fuel hast bereyt so streich sie auf ein schnitten vnd deck ein andern daruber dz dy vnter schnite gar nahen zu der obern reich. verheft sy mit einem ayer klar dz sie bey ein ander beleiben vnd bach sie woll schon vnd wer die selbigen schnabel von mangerlei farben haben wolt der ziech dz brot vor hin durch ein gruenen saft. auch rot oder blawe wie es euech vor hat gelert aber on farb die zu haben. so mag man es in wein suppen oder pfeffer geben oder galradt oder in leber sultzen oder in keß brw wie man wil.
3.10,x. jtem wen du opffel oder birnen welcherley sie seind doch regelsbirnen seind die besten vnd winter obß von opffeln dy besten schonn gerost in milch schmaltz vnd ein weißprot darein gereit gesotten ayer hert darein gehackt. geschlagen mit guttem wein oder milch darauß ein teiglein gemacht zu rechter maß vnd klein kuechlein darauß gemacht geschossen auß der hant in das schmaltz oder mit einem kleinen loffel in ein gut gebachen trucken oder naß in keßbrw oder in pfeffer.
3.11,xi. wiltu machen praune kuechlein schon gebachen die verguelt scheinen. sol man nemen geschlagen golt woll geriben auf einem stein mit wasser als die goltfarb oder malerfarb. magstu gebranten wein haben der wer besser damit wol getriben das es starck wirt vnd glitzent so nym dan ein totteren von einem rohen aye den leg dar zu reib es ander weit mach kuechlein zuckerat oder rosat veyolat oder muscat hoflichen klein als dy daumen glid schlach die hend in ein wasser. wel vnd mach sie rund zwischen den henden. nym ein starck pfaben feder vnd bestreich dy kuechlein mit der goltfarb behendiklichen vmb vnd vmb. stoß ein messer oder ein holtz dar ein dz du die kuechlein vber al mugst bestreichen leg sie noch ein ander auf ein schon bret als vill du ir haben wilt vnd bach ye einß nach dem andern in vollem schmaltz dz es dar ynnen schwim. oder erwer dz sie ein ander nit ruetten vnd nym sie mit einem lochreten loffel auß dz sie wol erseihen so beleiben sie schon die gib fuer gebrates also trucken.
3.12,xij. wer gutte streueblein bachen wil der nem ein hantuoll peterlings den stoß mit wasser vnnd ein weiß brosem brotz treib es durch ein tuch. nym ayer vnd mel. mach ein guttes strauben teiglein versaltz es nit nym den durch geschlagen peterling vnd zettel in. in die pfannen nit zu dick vnnd das die pfan nit zu eng sey.
3.13,xiij. von krapffen. jtem so du gut krapffen bachen wilt von opffeln vnd von birnen. so acht das sie vor wol vnd schon gebraten sein die thu in einen morsser schlach ein ay oder zway dar ein vnd ein kleines saltz vnd wurtz dz stoß gar wol vnd fuel es in die krapffen. wiltu ander krapffen machen von ayren so magstu wol peterling vnd meilant oder andre gute kreuetter hacken darein thun vnnd mit einem rohen aye verknetten gewuertzt. gesaltzen vnd einfuellen.
3.14,xiiij. jtem man mag krapffen fuellen mit der fuel als man gestuertzt ayer fuelt vnd also man opffel fuelt vnd huener fuelt. aber was man von fleisch wil fuellen. ein yedes fleisch ful oder visch fuelle die muß vor recht vnd wol gesotten sein. es sein walt fogel oder miltz. lungen. leberen. oder solch klein zu setz wol gehackt den wol gestossen in einem morsser wy dan der zusatz ist. von ayren. von byrn der kalbs kopf vnd von eintrag peterlein vnd ander wol schmeckende kreueter der man ye ein wenig nympt zu einer fuel nur von des geschmacks wegen. oder man mag sein geraten zu kleiner fuell. den on das so man fuelle macht an das gebraten huner vnd tauben. oder was von fleisch ist. do muß man die gutten kreutter zu haben auch krametber einß kumel vnd fenchel gestossen vnd mit der full getemperiret. mit rohen ayren schon vntereinander kneten vnd eingefult vnd wol gebachen.
3.15,xv. czu machen ein krapffen teig. jtem seud honig in wein alß vil du wilt vnd nym auch ein weitte schussel vnd zwir den wein mit weissem melbe als ein muslein. schlach ein ayer totteren das rot sey in ein ander schussel vnd auch ein wenig saffran das zu treib gar wol mit dem gemachten honig wein vnd thu es in den gezwerten teig temperir es auch wol. vnd wurff ye ein steublein melbs dar zu in die schusselen als lang biß du ein litigen teig gemachst. den so bereit ein sauber tuch auf vnd zeug den teig darauf mit einem welgerholz zu massen duen. vnd schneid den form groß oder klein allß du die krapffen haben wilt nach yeder ful da richt dich nach. oder was teig man mit hefel oder bier oder hopf wasser macht dy muß man al lassen aufgen vnd darnach aber ein knetten mit loem wasser oder mit einem gesotten honig wein da wiß dich nach zu richten.
3.16,xvi. jtem kleine krapffen die man fuelt den herren mit eitel fisch lebern woll gestossen mit ein wenig guttem geriben leckuchen so haben sie wurtz genug. also vogel lebern. huener lebern gleich also wol gehackt vnd gestossen mit einem ayer totter vnd geriben leckuchen daran vnd fuel sie ein.
3.17,xvij. jtem was ingereuesch von vischen ist als rogen darm vnd die visch haupt so man dys beyn darauß thut gantz vnd gar dz alles stost mit eim ayer totter vnd visch brw vor abgemachet vnd ein klein leckuch daruntter geriben ist ein gut visch fuel in die karpffen also schon gebachen.
3.18,xviij. jtem von huener oder vogel magen. der kramat vogel vnd ander vogel so mag man nemen die kopf kregen. darm fueß vnd magen dz alles hack gar klein stoß in einem morsser. seued hert ayer hack peterling oder ander gute kreueter dz thu alles in den morsser stoß es woll vnd wintz es ab vnd saltz es thu es auß in ein schuessel knit ein rohes ay daran vnd die krapffen mit vnd alles warm fuer getragen. also mag man kalbs hirn bereiten vnd ein fuellen vor wol gesotten.
3.19,xix. wiltu krapffen bachen von vber beliben huenern oder wiltbret. gebraten oder gesotten so es nuer nit schmeckt das hack klein vnd schlach ayer in ein schuessel vnd gehackten peterling wuerf dz geheck darein wurtz vnd saltz es ab temperir es gar wol dz es nit zu duen sey mit gesotten honig wein vnd leckuchen darein geriben so hellt es sich bey einander vnd lat sich ein fullen. die krapffen sein schier gebachen dz sichstu an der brueen wol so thu sie auß nimpst. so merck auch dz man alle krapffen mit zucker mag beseen so man die erberen leuetten fuer treit so ist selten ein krapf so man ein wenig welscher weinber darein hackt on peterling vnd on kraut sie werden dester besser also hastu den teigk vnd krapffen fuel. ob du die maß recht kanst treffen so bistu ein gutter koch.
3.20,xx. ein gutz gebaches von ayren mach also zuschlach yr wie vil du ir wilt klopf sie wol. nym weiß semel brot vnnd schneid dz wuerfflet darunter reib muschat dar vnter vnd versaltz nit mach groß oder klein bletter mit einem welgerholtz nit zu duen vnd bach es. das ist auch ein gutter krapffen teigk wer sein bedarf
3.21,xxi. jtem ein anders gebaches nym peterling. deymenten vnd ander wol gesmacke wurtz recht alß man salsen macht weiß brosem brots dartzu oder geriben leckuchen dz stoß wol durch einander. treib eß durch ein tuch mit gutem wein damit temperir ayer vnd mel vnd mach einen starcken teig den man mit einem loffel ein ziech in das schmaltz aber kleine kuchlein alß dy baumnueß vnd bach sy.
3.22,xxij. jtem ein ander weyß heyst lappenkuechlein on peterling vnd wein vor geseit. mach ein starcken teig mit ayeren vnd wein dz drittail milch zeuech in auf ein bret vnd zeuch in mit einem welgholtz auß weissem melb nit zu duen oder zu dick in dy leng vnd schmal sey mach lappen dar auß an orten schon gezindelt oder vorn alß dy aichen pleter ader linden pleter was formen du wilt. wiltu braun so laß wol bachen oder gell so mach den teig mit saffran zutriben in wein oder milch gruen von peterling safft oder was gruen ferbt blab von kornen blumen. dy leppischen kuchlein sein gut auß allen salssen zu essen fur ein gebratens.
3.23,xxiij. auch auß dem selben teig mag man kleine fledlein machen auf gewollen mit einem brot darein mach ein ful alß gefult ayer vnd gefult krebs darvber gesturtzt ein ander fledlein mit einem geschlagen rohen ay schon verhefft vnd bestrichen vmb vnd vmb an den orten dz laß trucken vnd bach sy dan zu rechter maß. jtem mit dem selben teig mach opffel vnd krapffen oder gefult krapffen von gebraten opffeln oder birnen oder von kelber hirn oder gehecken von klein walt vogelein ab gemacht mit wurtzen vnd wurtzen vnd ein klein saltz.
3.24,xxiiij. jtem mit dem selben teig abgesatzt mit der seit farb mag man pretzen machen als ein hant weit kleiner vnnd grosser vnd dy also bachen vnd dy mit einer federen ein klein honig an streichen vnd also trucken fur tragen fur gebrates auß dem selben leppischen teig mag man erhabne kuechlein machen. eins alten keß darein geriben oder mit byer hefen erhaben oder mit met hefen die kuechlein gehoren in gut keßbrue als heiß fuer getragen. oder die selben kuechlein heiß trucken gegeben. man yst sie auch auß salssen.
3.25,xxv. jtem basteten zu machen nach welschen sitten. nym gut weytzen melb dz knit mit kaltem wasser den brich vnter den henden dz er sich laß welgen den leg in einen morser vnd stoß in gar wol dz er hert vnd wuerff ye ein steueblein melbs darzu vnd wen dz melb verzert wirt so thu in auß vnd mach ein hafenn darauß in ein alten hafen scherben oder in einem verglesten scherben dz teig vnd hafen ein weite haben. der teig eingesetzt den scherben vnd den teighafen. nun gehort ein fuel darein von ayren. huenerbrw. milch oder wein gar wol geklopfft durch ein ander mit gutten wurtzen abgemacht auch mit saltz vnd gehackten peterling. dz thu alles in den selbigen teighafen. vnd stoß auch gebraten oder zu gerust walt vogel darein. oder gebratten huenner oder gesotten. jtem die selbigen huener vnd auch gebraten zu leg schon also. von geliden zu geliden gantz vnd gerecht vnd stoß die auff gericht darein oder von gebraten fleysch oder gebraten birnen oder duer wuerst gebratenn oder gesotten. des geleichen was du hast. vnd wen der anstoß geschicht so setz den scherben zu einer roschen gludt on rauch. des ersten feer herdan vnd ye baß vnd baß hin zu begint die fuell weiß sein vnd der teighafen riechen. so geueß ye leieht zu dem teighafen warms milchschmaltz dz der teig nit an den scherben brinn. vnd wen die fuel wirt bachen so reib den scherben offt vmb das er geleich hitz hab vnd geuß yeleicht ein halben loffel vol schmaltz an die fuel dz die ful die feuchten hab wol zu massen mach ein sauber hultzen spißlein den stos yeleicht in hafen biß an den boden das dz heiß schmaltz zu grundt gee so wirt es bratzlen vnd sieden biß die fuelle hert werde so ist sein genug. so setz es von dem feur vnd las den schmaltz ein sincken heb den den teighafen auß dem scherben in en weitt schussel vnd bedeck in mit einer sauberen schusseln trag in also zu tisch einem konig oder einem fuersten ich geschweig dem gemeinen man vnd armer leuet die auch gerne darauß essen mocht in ein dych werden. auch merck wen man den scherben zu dem feuer setzt so bedeck in mit einer warmen pfannen die so weit sey das sie den scherben vnd teighafen woll begrif. hastu der nit so mach ein blat von dem teig da der haffen auß gemachet ist vnd deck das blat darvber oder zwick es auf ein bret das da nit zu fal vnd lug dar zu wie sich die fuel setz vnd dz der teighafen nit beyn.
3.26,xxvi. wiltu ein gutten turten machen so acht einer sauberen pfannen darnach du den turtten groß oder klein wilt haben. so mach ein teig von milch vnd von ayren wol starck vnd zeuech in duen mit einem welgerholtz den miß nach der pfannen also dz er vmb vnd vmb vber die pfanne hang vmb ein zwerhen vinger mach ein teigpfannen in dy pfannen. darzu mach auch ein fuel von klopfften ayren. peterling schmaltz. auch wurtz. klopf dz wol vnter einander thu dz in die teigpfannen mach ein blat von teig daruber vnd pottel es zu als ein fladen dz von dem vberigen teig hang vber die pfannen wart dz die pfan schmaltz hab dz die teigpfan nit an bryn. reib sy offt vmb vnd laß den turten bachen. darzu gehort ein weite seichte pfane. in ein solche fuel magstu geschelt krebs thun. visch von hechten bersich oder el. dz es frisch hert visch wern. dy weichen tochten nit wan sy mußen vor alle gesotten sein an die statt. vnd abgemacht mit wurtzen. so nun der turten breuenet so hat er sein genug. setz in von den kolen wen feuer vnd rauch macht in pruensseln vnd schmecken. thu in auß auf einen weitten teller setz in fuer
3.27,xxvij. jtem ein fleysch turten mach den teig als vor oder als den leppisch teig ist vor gelert. mach die fuel nit zu starck von ayren vnd wein oder milch oder huenerbrue oder gut wolgeschmack fleyschbrue. nit vil klopf ayer darein vnd milchschmaltz saltz es vnd wurtz es als vor. setz dy teigpfannen in die pfann geueß dar zwischen schmaltz vmb vnd vmb dz der teig nit anbrin. thue dy ful in dy teigpfannen hastu huner wiltbret alles vor gesotten an dy stat eß sei waltvogel gebraten fleisch das alles hack vil schon. thue es in dy ful vnd mach ein teig deck darvber verenftels schon vnd geuß schmaltz auff dy deck. setz dy pfann auf rosch kolen. des ersten ein klein feur. dar nach ye baß vnd baß treib dy pfann offt vmb dz. dz schmaltz vmb vnd vmb dy teigpfannen gee biß es bratzelt vnd boppelt von syeden so ist sein genueg kem den ein rauch so brun den der tort an vnnd wurd brunsseln dz mueß man mit schmaltz bewaren. also ist dy teig pfanen als wol zu essen alß dy scharrn darinnen.
3.28,xxviij. wiltu ein gebaches machen von erbeßen seued dy erbeß schon vnd belg sy schlach sy durch gilb ein wein. das temperir darein vnd schon ayer totern ein wenig melb ruer es vnd laß kalten so gestet es dick. schneid darauß weck stucklein. vnd zeuch sy durch ein gelbes teiglein abgemacht mit wurtzen teuf dy stuck darinnen heb es auß mit einem loffell vnd bach sy dar zu gehort auch gesotten wein mit honig besprengt vnd
3.29,xxix. jtem wiltu machen ein gut gebaches von furgetragen reyß. laß in nit fast versieden in wasser seich in schon ab laß in trucken ab der sunen oder in einer stuben bey einem ofen. zu stoß in wol in einem morsser schut in auß in ein pfannen thu ayer dar vnter vnd mach es nit zu duen setz dz schmaltz vber das feuer laß hitzen vnd scheus den teig durch dy hant darein als gebrante kuchlein trag es auß vnd wurff zucker darauff.
3.30,xxx. von bachen wiltu machen ein gut essen von opffeln gefult oder gebraten nym sauer opfel wink obs schel sy schon vnd teil sy damitten voneinander in zwey teil vnd mach sy holl in yedem teil vnd mach ein ful von gebraten opffeln ein hert ay vnd peterling wol gehackt mit einem frischen rohen ay wol getemperiret wol gewurtzt vnd gesaltzen vnd gegilbt vnd wol getemperiret da mit so full dy opffel schon beide teil vnd sturtz sy vber einander stoß ein zwecklein dardurch das es nit weich biß sy gebachen vnd gib sie dar. wiltu die selben gestuertzten opffel braten so stoß yr. ij. iij. oder iiij. an ein spislein leg sie auf ein rost begeueß sie mit schmaltz oder wend sie bey dem feuer vmb wie du wilt biß sie gebraten dz ist bloden leueten ein dewig essen mach ein gesotten honig wein vnd bespreng sie da mit ee du sie fuer tregst das stet wol.
3.31,xxxi. ein ander gebachens von gefuelten opffeln mach also nym saur opffel als vil du wilt schels schon vnd schneids scheuebler vnd hol sie innen auß beide teyl fleiß dich gebraten opffel oder kuetten. gebraten birnen reib ein weiß brot darunter mit zucker vnd saltz du magst sie wurtzen oder nit vnd fuel die opffell beid teil damit on ayer streich die fuelle in die opffel vnd truck disse fuel wol darein mach auch ein teiglein von honig vnd wein gegilbt zeuech die opffel dar durch. verheft mit einem zweck oder verbunden mit einem faden. bach sie in schmaltz. richt sie an. thu den faden ab oder zeuech den zweck auß vnd gibß dar. strew zucker oder honig darauff.
3.32,xxxij. jtem wiltu gefuelt braten byrnen machen die man an einem spiß bret. nym leuetzbyrnen oder regelbyrnen schneid die von einander wuerf die kerne darauß rost sie in einem schmaltz vnd hack sy klein. thu honig vnd wurtz darzu on gel vnd saltz. mach gebraten byrnen die nit zu weich seind. hol sie auß vnd fuel sie ein beyde teyl vnd stuertz sie vber einander alß vor gelert ist vnd stecke ye zwu oder drey on ein spißlein vnd bestreich sy mit einem honig. leg sie auf einen rost vnd ker sie sitlich vmb vnd des ersten ein klein koln vnd des anderen ye roscher byß sie sanft gebraten vnd see dan wurtz darauf vnd trag sie fuer also warm. oder also so man opffel oder byrnen fuellen wil die groß sein schel sie schon schneid sie eben damitten von einander. hol sie auß als die nusschalen. brat sie in einem schmaltz nit zu fast vnd thu sie in ein weit schon schuessel. byß du die fuel bereittest mancherley wy du wilt. als ich dir sag. du magst ein fuel darzu machen als man gestuertzt ayer macht vnd also man krebs fuelt.
3.33,xxxiij. jtem ein gutz gebachen von saluey. nym weinber vnd feigen seued die wol hack sie schon darein. thu dz alles darein vnd teuch die selben darinnen vnd bach sie. der teig sol wol gezwoten sein vnd getemperirt mit wein oder mit milch geklopft mit ayer totter zeuech dar durch brot oder anders wz es let sich bachen.
3.34,xxxiiij. ein gefueltz gebaches von saluen mach allso. nym duer leuetzbirnen vnd mach sie schon. seued sy weich vnd stoß sie in einem morsser. rost sie in honig vnd wein woll feuecht vnd thu wurtz saffran daran on saltz. bestreich ein saluen blat damitt vnd deck ein anders daruber. druck sie anch sitlichen zusamen dz sie auch bey einander bleiben mach ein teiglein mit honig vnd wein zeuech es dar durch vnd bach es. richt sy dar vnd strew zucker darauf vnd setz sie also warm fuer
3.35,xxxv. jtem ein ander gefult gebachens vnd saluey. mach ein fuel von gebraten opffeln als vor gelert ist on gel vnd saltz bestreich ein saluey blat damit vnd druck ein anders darauf mach ein teiglein als vor zeuechs dardurch ye einß nach dem andern vnd heb sie sitlichen in die pfannen.
3.36,xxxvi. ein gebachens von regelbirnen. schel die byrnen schon wuerf die kern auß mach ein gruene fuel von ayren vnd peterling oder salueyen oder was du gruener wolschmeckender kreuetern haben wilt. die stiel vnd stengel wuerf auß vnd hack nur dy bleter vil klein schlach rohe ayer daran vnd rer ein kleins weißbrosem brotz daran vnd wurtz es ab. dz treib gar wol durch einander. wiltu es dick oder duen. dz acht. mach ein teig von gesotten honig wein auch nit zu dick vnd duenne. zutreib den mit einem welgerholtz mach kuchen oder krapffen darauß vnd bach es wol. vnd in der fasten magstu wellisch weinber. vnd feigen darunter thun als zimlich wer. du magst die regelbirn darein hacken oder lenglet schnitz machen vnd sie darein legen oder strewen in die fuel wie sie darein kumen so ist es gut der aber der gruenen kreueter nit nympt vnd die rohe ayer mit gebraten opffeln wol verknit mit wurtzen saffran vnd saltz. also eingelegt das veint sich gar wol in kuechlein oder in krapffen. oder so man der opffel oder birn nit hat so nym wol geriben guten keß dz vereinet sich anch wol mit den ayren mit einem kleinen steueblein melbs vergilbt vnd wol vnter einander kneten mit saltz vnd mit wurtz ob du wilt dz ist ein gut gebachen. jtem zu dissen obgeschriben yetzt gelerten gebachen magstu nemen duer hutzeln regel oder leuetzbirnen wasserbirnen oder gut bratbirnen al schon vnd wol gebraten die also vntermischen.
3.37,xxxvij. jtem wiltu auch saluey bachen. morchen oder ander gute kreueter. so mach ein strauben teig vnd zeuech sie wol dar durch vnd bach sie wiltu sie dan fuellen dz hastu wil verstanden ein blat vber dz ander gestuertzt vnd die fuell mit gutten wurtzen schon abgemacht eytel ayer. so macht man auch die fuel in die ayer von weinbern vnd agrest im herbst vnd was man fuel macht die muessen gewuertzt sein.
3.38,xxxviij. jtem wiltu morchen mit ayren fuellen mach die fuell als man opffel fuel macht oder gestuertzt ayer vnd ye zwu morchen vber ein ander gestuertzt beide teyl gefuelt vnd verkleibt mit einem rohen ay an orten dz es bey einander belieb. die stoß an ein spißlein. brat sie auf einem rost sitlich vnd begeueß sie mit milchschmaltz vnd wendt sie offt vmb.
3.39,xxxix. jtem der einen kuchen im morsser wil machen. der nem ayer wurtz weißbrot wuerfflet geschnitten. dz temperir gar wol vntereinander hack peterling darunter thu es in ein pfannen mit ein wenig schmaltz. treibs gar wol vnd saltz ab bestreiche den morsser mit schmaltz thu es dar ein setz es auff die kolen vnd nit zu heyß am ersten. darnach ye baß vnd baß vnd geueß ye ein wenig warmß schmaltz darein.
3.40,xl. jtem gar ein lindes essen kindpetterin vnd den krancken leueten von gebachens dz sind milchkuechlein. macj ein strauben teig mit milch vnd verzwir den gar wol wiltu in gel haben verhoch yn mitt saffran. nym die versotten milch als man sie macht versotten in einem hafen versotten in wasser in ander hafen mit ayren vnd starck oder dick ist. die selb milch mach ab mit edlen gutten wurtzen die in der apotecken sein genant. specie dulce mach einen dunnen strauben teig on ayer oder mit ayren mit einem gesotten honig wasser vnd ein klein saltz verbirg auch dy milch darein als in kuechleins vnd auch in krapffens weyß. vnd bach sie auch gar schon vnd auch braun gib sie dar. zu solchen gebachen gehort zucker dar auff gestrewet kaum zu brueffen. wiltu aber die kuechlein in mandelmilch oder sunst in gut geißmilch. oder anderer milch geben. so vergilbe sie vnd zettel ein lauters milchschmaltz darauf. vnd trag es fuer
3.41,xli. jtem visch vnd krebß vnd biberschwentz sein vil besser gesotten mit guttm wein. den mit wasser oder mit byer oder eytel essig. jtem es sprechen die meyster dz alle feyst essen vnd feist ding dem menschen schad sein. vnd die faisten visch noch schedlicher. so ist auch trucken brot geessen auch schedlich. wil aber der mensch keß vnd brot essen so trinck er darzu.
3.42,xlij. jtem wer ein kuchen in einem morsser will machen. der nem ayer wurtz weißbrot wuerfflet geschnitten dz temperir gar wol mit einander hack peterling darunter. thu es in ein pfannen mit ein wenig schmaltz. thu es darein. setz es auf kolen vnd nit zu heyß am ersten. darnach ye baß vnd baß vnd geueß ye ein wenig warms schmaltz darein.
3.43,xliij. von ayer muessern. wiltu machen ein gut ayermuß von ayer totteren. nim gutten wein vnd weich semelbrot darein. treib es durch. vnd thu honig darein vnd thu es in ein kleinen hafen. setz auff kolen ruer es fuersich dar vnd wen es dick wirt so heb es ab saltz vnd schmaltz es.
3.44,xliiij jtem ein ander gemein ayer mueßlein. nim gutten raum milch mel vnd ayer das klopff gar woll vnter einander das dz melb vnd ayer wol zu triben werden. jst es zu dick so gilb ein milch vnd geueß daran zuterib es aber. ist es zu dun so thu mer schon mel daran dz zutreib vor mit der milch als ein kinds mueß hab dy pfann auff dem feuer mit heyßem schmaltz vnd schut dy milch vnd ayer darein. ruer es wol byß es hert wirt. richt es an vnd see ingwer darauff. vnd zettel ein lauter schon milchschmaltz darauff vnd gib es fur in der pfannen.
3.45,xlv. ein guets mußlein von ayeren. seud hert ayer dy schell vnd hacks klein. zwir ein schon mel darunter mit milch thue dy ayer darein. temperir es wol vnd ruer es darnach in einer heissen milch. so wirt ein gut mueß darauß. laß sieden als ein kindes mueslein vnd ruer es das es nit anbrinn.
