i0,i2,textstring
13,26,"by goddes armes, if thou falsly pleye,"
13,27,this dagger shal thurgh-out thyn herte go'— 
13,28,"this fruyt cometh of the bicched bones two,"
13,29,"forswering, ire, falsnesse, homicyde."
13,30,"now, for the love of crist that for us dyde, "
13,31,"leveth your othes, bothe grete and smale;"
13,32,"but, sirs, now wol i telle forth my tale. "
13,0,
13,1,"thise ryotoures three, of whiche i telle,"
13,2,"longe erst er pryme rong of any belle,"
13,3,were set hem in a taverne for to drinke;
13,4,"and as they satte, they herde a belle clinke"
13,5,"biforn a cors, was caried to his grave; "
13,6,"that oon of hem gan callen to his knave,"
13,7,"'go bet,' quod he, 'and axe redily,"
13,8,what cors is this that passeth heer forby; 
13,9,and look that thou reporte his name wel.'
13,0,
13,1,"'sir,' quod this boy, 'it nedeth never-a-del. "
13,2,"it was me told, er ye cam heer, two houres;"
13,3,"he was, pardee, an old felawe of youres;"
13,4,"and sodeynly he was y-slayn to-night,"
13,5,"for-dronke, as he sat on his bench upright;"
13,6,"ther cam a privee theef, men clepeth deeth, "
13,7,"that in this contree al the peple sleeth,"
13,8,"and with his spere he smoot his herte a-two,"
13,9,and wente his wey with-outen wordes mo. 
13,10,he hath a thousand slayn this pestilence:
13,11,"and, maister, er ye come in his presence, "
13,12,me thinketh that it were necessarie
13,13,for to be war of swich an adversarie:
13,14,beth redy for to mete him evermore.
13,15,"thus taughte me my dame, i sey na-more.'"
13,16,"'by seinte marie,' seyde this taverner, "
13,17,"'the child seith sooth, for he hath slayn this yeer,"
13,18,"henne over a myle, with-in a greet village,"
13,19,"both man and womman, child and hyne, and page. "
13,20,i trowe his habitacioun be there;
13,21,"to been avysed greet wisdom it were, "
13,22,er that he dide a man a dishonour.'
13,23,"'ye, goddes armes,' quod this ryotour,"
13,24,'is it swich peril with him for to mete?
13,25,"i shal him seke by wey and eek by strete,"
13,26,i make avow to goddes digne bones! 
13,27,"herkneth, felawes, we three been al ones;"
13,28,"lat ech of us holde up his hond til other, "
13,29,"and ech of us bicomen otheres brother,"
13,30,and we wol sleen this false traytour deeth;
13,31,"he shal be slayn, which that so many sleeth, "
13,32,"by goddes dignitee, er it be night.'"
13,0,
13,1,"togidres han thise three her trouthes plight,"
13,2,"to live and dyen ech of hem for other,"
13,3,as though he were his owene y-boren brother.
13,4,"and up they sterte al dronken, in this rage, "
13,5,"and forth they goon towardes that village,"
13,6,"of which the taverner had spoke biforn,"
13,7,"and many a grisly ooth than han they sworn, "
13,8,and cristes blessed body they to-rente—
13,9,"'deeth shal be deed, if that they may him hente.' "
13,0,
13,1,"whan they han goon nat fully half a myle,"
13,2,"right as they wolde han troden over a style,"
13,3,an old man and a povre with hem mette.
13,4,"this olde man ful mekely hem grette,"
13,5,"and seyde thus, 'now, lordes, god yow see!' "
13,0,
13,1,the proudest of thise ryotoures three
13,2,"answerde agayn, 'what? carl, with sory grace,"
13,3,why artow al forwrapped save thy face? 
13,4,why livestow so longe in so greet age?'
13,0,
13,1,"this olde man gan loke in his visage, "
13,2,"and seyde thus, 'for i ne can nat finde"
13,3,"a man, though that i walked in-to inde,"
13,4,"neither in citee nor in no village,"
13,5,that wolde chaunge his youthe for myn age;
13,6,"and therfore moot i han myn age stille, "
13,7,as longe time as it is goddes wille.
13,0,
13,1,"ne deeth, allas! ne wol nat han my lyf;"
13,2,"thus walke i, lyk a restelees caityf, "
13,3,"and on the ground, which is my modres gate,"
13,4,"i knokke with my staf, bothe erly and late, "
13,5,"and seye, ""leve moder, leet me in!"
13,6,"lo, how i vanish, flesh, and blood, and skin!"
13,7,allas! whan shul my bones been at reste?
13,8,"moder, with yow wolde i chaunge my cheste,"
13,9,"that in my chambre longe tyme hath be, "
13,10,"ye! for an heyre clout to wrappe me!"""
13,11,"but yet to me she wol nat do that grace,"
13,12,for which ful pale and welked is my face. 
13,0,
13,1,"but, sirs, to yow it is no curteisye"
13,2,"to speken to an old man vileinye, "
13,3,"but he trespasse in worde, or elles in dede."
13,4,"in holy writ ye may your-self wel rede,"
13,5,"""agayns an old man, hoor upon his heed,"
13,6,"ye sholde aryse;"" wherfor i yeve yow reed,"
13,7,"ne dooth un-to an old man noon harm now, "
13,8,na-more than ye wolde men dide to yow
13,9,"in age, if that ye so longe abyde;"
13,10,"and god be with yow, wher ye go or ryde. "
13,11,i moot go thider as i have to go.'
13,0,
13,1,"'nay, olde cherl, by god, thou shall nat so,' "
13,2,seyde this other hasardour anon;
13,3,"'thou partest nat so lightly, by seint iohn!"
13,4,"thou spak right now of thilke traitour deeth,"
13,5,that in this contree alle our frendes sleeth.
13,6,"have heer my trouthe, as thou art his aspye, "
13,7,"tel wher he is, or thou shalt it abye,"
13,8,"by god, and by the holy sacrament!"
13,9,"for soothly thou art oon of his assent, "
13,10,"to sleen us yonge folk, thou false theef!'"
13,0,
13,1,"'now, sirs,' quod he, 'if that yow be so leef "
13,2,"to finde deeth, turne up this croked wey,"
13,3,"for in that grove i lafte him, by my fey,"
13,4,"under a tree, and ther he wol abyde;"
13,5,nat for your boost he wol him no-thing hyde.
13,6,see ye that ook? right ther ye shul him finde. 
13,7,"god save yow, that boghte agayn mankinde,"
13,8,and yow amende!'—thus seyde this olde man.
13,9,"and everich of thise ryotoures ran, "
13,10,"til he cam to that tree, and ther they founde"
13,11,of florins fyne of golde y-coyned rounde 
13,12,"wel ny an eighte busshels, as hem thoughte."
13,13,"no lenger thanne after deeth they soughte,"
13,14,"but ech of hem so glad was of that sighte,"
13,15,"for that the florins been so faire and brighte,"
13,16,that doun they sette hem by this precious hord. 
13,17,the worste of hem he spake the firste word.
13,0,
13,1,"'brethren,' quod he, 'tak kepe what i seye;"
13,2,"my wit is greet, though that i bourde and pleye. "
13,3,"this tresor hath fortune un-to us yiven,"
13,4,"in mirthe and iolitee our lyf to liven, "
13,5,"and lightly as it comth, so wol we spende."
13,6,ey! goddes precious dignitee! who wende
13,7,"to-day, that we sholde han so fair a grace?"
13,8,but mighte this gold be caried fro this place
13,9,"hoom to myn hous, or elles un-to youres— "
13,10,for wel ye woot that al this gold is oures—
13,11,than were we in heigh felicitee.
13,12,"but trewely, by daye it may nat be; "
13,13,"men wolde seyn that we were theves stronge,"
13,14,and for our owene tresor doon us honge. 
13,15,this tresor moste y-caried be by nighte
13,16,as wysly and as slyly as it mighte.
13,17,wherfore i rede that cut among us alle
13,18,"be drawe, and lat se wher the cut wol falle;"
13,19,and he that hath the cut with herte blythe 
13,20,"shal renne to the toune, and that ful swythe,"
13,21,and bringe us breed and wyn ful prively.
13,22,and two of us shul kepen subtilly 
13,23,"this tresor wel; and, if he wol nat tarie,"
13,24,"whan it is night, we wol this tresor carie "
13,25,"by oon assent, wher-as us thinketh best.'"
13,26,"that oon of hem the cut broughte in his fest,"
13,27,"and bad hem drawe, and loke wher it wol falle;"
13,28,and it fil on the yongeste of hem alle;
13,29,and forth toward the toun he wente anon. 
13,30,"and al-so sone as that he was gon,"
13,31,"that oon of hem spak thus un-to that other,"
13,32,"'thou knowest wel thou art my sworne brother, "
13,33,thy profit wol i telle thee anon.
13,34,thou woost wel that our felawe is agon; 
13,35,"and heer is gold, and that ful greet plentee,"
13,36,that shal departed been among us three.
13,37,"but natheles, if i can shape it so"
13,38,"that it departed were among us two,"
13,39,hadde i nat doon a freendes torn to thee?' 
13,0,
13,1,"that other answerde, 'i noot how that may be;"
13,2,"he woot how that the gold is with us tweye,"
13,3,"what shal we doon, what shal we to him seye?' "
13,0,
13,1,"'shal it be conseil?' seyde the firste shrewe,"
13,2,"'and i shal tellen thee, in wordes fewe, "
13,3,"what we shal doon, and bringe it wel aboute.'"
13,0,
13,1,"'i graunte,' quod that other, 'out of doute,"
13,2,"that, by my trouthe, i wol thee nat biwreye.'"
13,0,
13,1,"'now,' quod the firste, 'thou woost wel we be tweye,"
13,2,and two of us shul strenger be than oon. 
13,3,"look whan that he is set, and right anoon"
13,4,"arys, as though thou woldest with him pleye;"
13,5,and i shal ryve him thurgh the sydes tweye 
13,6,"whyl that thou strogelest with him as in game,"
13,7,and with thy dagger look thou do the same; 
13,8,"and than shal al this gold departed be,"
13,9,"my dere freend, bitwixen me and thee;"
13,10,"than may we bothe our lustes al fulfille,"
13,11,and pleye at dees right at our owene wille.'
13,12,and thus acorded been thise shrewes tweye 
13,13,"to sleen the thridde, as ye han herd me seye."
13,0,
13,1,"this yongest, which that wente un-to the toun,"
13,2,ful ofte in herte he rolleth up and doun 
13,3,the beautee of thise florins newe and brighte.
13,4,"'o lord!' quod he, 'if so were that i mighte "
13,5,"have al this tresor to my-self allone,"
13,6,ther is no man that liveth under the trone
13,7,"of god, that sholde live so mery as i!'"
13,8,"and atte laste the feend, our enemy,"
13,9,"putte in his thought that he shold poyson beye, "
13,10,with which he mighte sleen his felawes tweye;
13,11,"for-why the feend fond him in swich lyvinge,"
13,12,"that he had leve him to sorwe bringe, "
13,13,for this was outrely his fulle entente
13,14,"to sleen hem bothe, and never to repente. "
13,15,"and forth he gooth, no lenger wolde he tarie,"
13,16,"into the toun, un-to a pothecarie,"
13,17,"and preyed him, that he him wolde selle"
13,18,"som poyson, that he mighte his rattes quelle;"
13,19,"and eek ther was a polcat in his hawe, "
13,20,"that, as he seyde, his capouns hadde y-slawe,"
13,21,"and fayn he wolde wreke him, if he mighte,"
13,22,"on vermin, that destroyed him by nighte. "
13,0,
13,1,"the pothecarie answerde, 'and thou shalt have"
13,2,"a thing that, al-so god my soule save, "
13,3,"in al this world ther nis no creature,"
13,4,that ete or dronke hath of this confiture
13,5,"noght but the mountance of a corn of whete,"
13,6,that he ne shal his lyf anon forlete;
13,7,"ye, sterve he shal, and that in lasse whyle "
13,8,than thou wolt goon a paas nat but a myle;
13,9,this poyson is so strong and violent.'
13,0,
13,1,this cursed man hath in his hond y-hent 
13,2,"this poyson in a box, and sith he ran"
13,3,"in-to the nexte strete, un-to a man, "
13,4,and borwed of him large botels three;
13,5,and in the two his poyson poured he;
13,6,the thridde he kepte clene for his drinke.
13,7,for al the night he shoop him for to swinke
13,8,in caryinge of the gold out of that place. 
13,9,"and whan this ryotour, with sory grace,"
13,10,"had filled with wyn his grete botels three,"
13,11,to his felawes agayn repaireth he. 
13,0,
13,1,what nedeth it to sermone of it more?
13,2,"for right as they had cast his deeth bifore, "
13,3,"right so they han him slayn, and that anon."
13,4,"and whan that this was doon, thus spak that oon,"
13,5,"'now lat us sitte and drinke, and make us merie,"
13,6,and afterward we wol his body berie.'
13,7,"and with that word it happed him, par cas, "
13,8,"to take the botel ther the poyson was,"
13,9,"and drank, and yaf his felawe drinke also,"
13,10,for which anon they storven bothe two. 
13,0,
13,1,"but, certes, i suppose that avicen"
13,2,"wroot never in no canon, ne in no fen, "
13,3,mo wonder signes of empoisoning
13,4,"than hadde thise wrecches two, er hir ending."
13,5,"thus ended been thise homicydes two,"
13,6,and eek the false empoysoner also.
13,0,
13,1,"o cursed sinne, ful of cursednesse! "
13,2,"o traytours homicyde, o wikkednesse!"
13,3,"o glotonye, luxurie, and hasardrye!"
13,4,thou blasphemour of crist with vileinye 
13,5,"and othes grete, of usage and of pryde!"
13,6,"allas! mankinde, how may it bityde, "
13,7,"that to thy creatour which that thee wroghte,"
13,8,"and with his precious herte-blood thee boghte,"
13,9,"thou art so fals and so unkinde, allas!"
13,0,
13,1,"now, goode men, god forgeve yow your trespas,"
13,2,and ware yow fro the sinne of avaryce. 
13,3,"myn holy pardoun may yow alle waryce,"
13,4,"so that ye offre nobles or sterlinges,"
13,5,"or elles silver broches, spones, ringes. "
13,6,boweth your heed under this holy bulle!
13,7,"cometh up, ye wyves, offreth of your wolle! "
13,8,your name i entre heer in my rolle anon;
13,9,in-to the blisse of hevene shul ye gon;
13,10,"i yow assoile, by myn heigh power,"
13,11,"yow that wol offre, as clene and eek as cleer"
13,12,"as ye were born; and, lo, sirs, thus i preche. "
13,13,"and iesu crist, that is our soules leche,"
13,14,so graunte yow his pardon to receyve;
13,15,for that is best; i wol yow nat deceyve. 
13,0,
13,1,"but sirs, o word forgat i in my tale,"
13,2,"i have relikes and pardon in my male, "
13,3,"as faire as any man in engelond,"
13,4,whiche were me yeven by the popes hond.
13,5,"if any of yow wol, of devocioun,"
13,6,"offren, and han myn absolucioun,"
13,7,"cometh forth anon, and kneleth heer adoun, "
13,8,and mekely receyveth my pardoun:
13,9,"or elles, taketh pardon as ye wende,"
13,10,"al newe and fresh, at every tounes ende, "
13,11,so that ye offren alwey newe and newe
13,12,"nobles and pens, which that be gode and trewe. "
13,13,"it is an honour to everich that is heer,"
13,14,that ye mowe have a suffisant pardoneer
13,15,"tassoille yow, in contree as ye ryde,"
13,16,for aventures which that may bityde.
13,17,peraventure ther may falle oon or two 
13,18,"doun of his hors, and breke his nekke atwo."
13,19,look which a seuretee is it to yow alle
13,20,"that i am in your felaweship y-falle, "
13,21,"that may assoille yow, bothe more and lasse,"
13,22,"whan that the soule shal fro the body passe, "
13,23,"i rede that our hoste heer shal biginne,"
13,24,for he is most envoluped in sinne.
13,25,"com forth, sir hoste, and offre first anon,"
13,26,"and thou shalt kisse the reliks everichon,"
13,27,"ye, for a grote! unbokel anon thy purs.' "
13,0,
13,1,"'nay, nay,' quod he, 'than have i cristes curs!"
13,2,"lat be,' quod he, 'it shal nat be, so theech!"
13,3,"thou woldest make me kisse thyn old breech, "
13,4,"and swere it were a relik of a seint,"
13,5,thogh it were with thy fundement depeint! 
13,6,"but by the croys which that seint eleyne fond,"
13,7,i wolde i hadde thy coillons in myn hond
13,8,in stede of relikes or of seintuarie;
13,9,"lat cutte hem of, i wol thee helpe hem carie;"
13,10,they shul be shryned in an hogges tord.' 
13,0,
13,1,this pardoner answerde nat a word;
13,2,"so wrooth he was, no word ne wolde he seye."
13,0,
13,1,"'now,' quod our host, 'i wol no lenger pleye "
13,2,"with thee, ne with noon other angry man.'"
13,3,"but right anon the worthy knight bigan, "
13,4,"whan that he saugh that al the peple lough,"
13,5,"'na-more of this, for it is right y-nough;"
13,6,"sir pardoner, be glad and mery of chere;"
13,7,"and ye, sir host, that been to me so dere,"
13,8,i prey yow that ye kisse the pardoner. 
13,9,"and pardoner, i prey thee, drawe thee neer,"
13,10,"and, as we diden, lat us laughe and pleye.' "
13,11,"anon they kiste, and riden forth hir weye.  "
14,0,
14,1,"'experience, though noon auctoritee"
14,2,"were in this world, were right y-nough to me"
14,3,to speke of wo that is in mariage;
14,4,"for, lordinges, sith i twelf yeer was of age,"
14,5,"thonked be god that is eterne on lyve, "
14,6,housbondes at chirche-dore i have had fyve;
14,7,for i so ofte have y-wedded be;
14,8,and alle were worthy men in hir degree.
14,9,"but me was told certeyn, nat longe agon is,"
14,10,that sith that crist ne wente never but onis 
14,11,"to wedding in the cane of galilee,"
14,12,that by the same ensample taughte he me
14,13,that i ne sholde wedded be but ones.
14,14,"herke eek, lo! which a sharp word for the nones"
14,15,"besyde a welle iesus, god and man, "
14,16,spak in repreve of the samaritan:
14,17,"""thou hast y-had fyve housbondes,"" quod he,"
14,18,"""and thilke man, the which that hath now thee,"
14,19,"is noght thyn housbond;"" thus seyde he certeyn;"
14,20,"what that he mente ther-by, i can nat seyn; "
14,21,"but that i axe, why that the fifthe man"
14,22,was noon housbond to the samaritan?
14,23,how manye mighte she have in mariage?
14,24,yet herde i never tellen in myn age
14,25,upon this nombre diffinicioun; 
14,26,men may devyne and glosen up and doun.
14,27,"but wel i woot expres, with-oute lye,"
14,28,god bad us for to wexe and multiplye;
14,29,that gentil text can i wel understonde.
14,30,"eek wel i woot he seyde, myn housbonde "
14,31,"sholde lete fader and moder, and take me;"
14,32,"but of no nombre mencioun made he,"
14,33,of bigamye or of octogamye;
14,34,why sholde men speke of it vileinye?
14,0,
14,1,"lo, here the wyse king, dan salomon; "
14,2,i trowe he hadde wyves mo than oon;
14,3,"as, wolde god, it leveful were to me"
14,4,to be refresshed half so ofte as he!
14,5,which yifte of god hadde he for alle his wyvis!
14,6,"no man hath swich, that in this world alyve is. "
14,7,"god woot, this noble king, as to my wit,"
14,8,the firste night had many a mery fit
14,9,"with ech of hem, so wel was him on lyve!"
14,10,blessed be god that i have wedded fyve!
14,11,"welcome the sixte, whan that ever he shal. "
14,12,"for sothe, i wol nat kepe me chast in al;"
14,13,"whan myn housbond is fro the world y-gon,"
14,14,som cristen man shal wedde me anon;
14,15,"for thanne thapostle seith, that i am free"
14,16,"to wedde, a goddes half, wher it lyketh me. "
14,17,he seith that to be wedded is no sinne;
14,18,bet is to be wedded than to brinne.
14,19,"what rekketh me, thogh folk seye vileinye"
14,20,of shrewed lameth and his bigamye?
14,21,"i woot wel abraham was an holy man, "
14,22,"and iacob eek, as ferforth as i can;"
14,23,and ech of hem hadde wyves mo than two;
14,24,and many another holy man also.
14,25,"whan saugh ye ever, in any maner age,"
14,26,that hye god defended mariage 
14,27,"by expres word? i pray you, telleth me;"
14,28,or wher comanded he virginitee?
14,29,"i woot as wel as ye, it is no drede,"
14,30,"thapostel, whan he speketh of maydenhede;"
14,31,"he seyde, that precept ther-of hadde he noon. "
14,32,"men may conseille a womman to been oon,"
14,33,but conseilling is no comandement;
14,34,he putte it in our owene iugement.
14,35,"for hadde god comanded maydenhede,"
14,36,thanne hadde he dampned wedding with the dede; 
14,37,"and certes, if ther were no seed y-sowe,"
14,38,"virginitee, wher-of than sholde it growe?"
14,39,poul dorste nat comanden atte leste
14,40,a thing of which his maister yaf noon heste.
14,41,the dart is set up for virginitee; 
14,42,"cacche who so may, who renneth best lat see."
14,0,
14,1,"but this word is nat take of every wight,"
14,2,but ther as god list give it of his might.
14,3,"i woot wel, that thapostel was a mayde;"
14,4,"but natheless, thogh that he wroot and sayde, "
14,5,"he wolde that every wight were swich as he,"
14,6,al nis but conseil to virginitee;
14,7,"and for to been a wyf, he yaf me leve"
14,8,of indulgence; so it is no repreve
14,9,"to wedde me, if that my make dye, "
14,10,with-oute excepcioun of bigamye.
14,11,"al were it good no womman for to touche,"
14,12,he mente as in his bed or in his couche;
14,13,for peril is bothe fyr and tow tassemble;
14,14,ye knowe what this ensample may resemble. 
14,15,"this is al and som, he heeld virginitee"
14,16,more parfit than wedding in freletee.
14,17,"freeltee clepe i, but-if that he and she"
14,18,wolde leden al hir lyf in chastitee.
14,0,
14,1,"i graunte it wel, i have noon envye, "
14,2,thogh maydenhede preferre bigamye;
14,3,"hem lyketh to be clene, body and goost,"
14,4,of myn estaat i nil nat make no boost.
14,5,"for wel ye knowe, a lord in his houshold,"
14,6,he hath nat every vessel al of gold; 
14,7,"somme been of tree, and doon hir lord servyse."
14,8,"god clepeth folk to him in sondry wyse,"
14,9,"and everich hath of god a propre yifte,"
14,10,"som this, som that,—as him lyketh shifte."
14,0,
14,1,"virginitee is greet perfeccioun, "
14,2,and continence eek with devocioun.
14,3,"but crist, that of perfeccioun is welle,"
14,4,bad nat every wight he shold go selle
14,5,"all that he hadde, and give it to the pore,"
14,6,and in swich wyse folwe hime and his fore. 
14,7,he spak to hem that wolde live parfitly;
14,8,"and lordinges, by your leve, that am nat i."
14,9,i wol bistowe the flour of al myn age
14,10,in the actes and in fruit of mariage.
14,0,
14,1,"telle me also, to what conclusioun "
14,2,"were membres maad of generacioun,"
14,3,and for what profit was a wight y-wroght?
14,4,"trusteth right wel, they wer nat maad for noght."
14,5,"glose who-so wole, and seye bothe up and doun,"
14,6,that they were maked for purgacioun
14,7,"of urine, and our bothe thinges smale"
14,8,"were eek to knowe a femele from a male,"
14,9,and for noone other cause: sey ye no?
14,10,the experience woot wel it is noght so;
14,11,"so that the clerkes be nat with me wrothe, "
14,12,"i sey this, that they maked been for bothe,"
14,13,"this is to seye, for office, and for ese"
14,14,"of engendrure, ther we nat god displese."
14,15,"why sholde men elles in hir bokes sette,"
14,16,that man shal yelde to his wyf hir dette? 
14,17,"now wher-with sholde he make his payement,"
14,18,if he ne used his sely instrument?
14,19,"than were they maad up-on a creature,"
14,20,"to purge uryne, and eek for engendrure."
14,0,
14,1,"but i seye noght that every wight is holde, "
14,2,"that hath swich harneys as i to yow tolde,"
14,3,to goon and usen hem in engendrure;
14,4,than sholde men take of chastitee no cure.
14,5,"crist was a mayde, and shapen as a man,"
14,6,"and many a seint, sith that the world bigan, "
14,7,yet lived they ever in parfit chastitee.
14,8,i nil envye no virginitee;
14,9,"lat hem be breed of pured whete-seed,"
14,10,and lat us wyves hoten barly-breed;
14,11,"and yet with barly-breed, mark telle can, "
14,12,our lord iesu refresshed many a man.
14,13,in swich estaat as god hath cleped us
14,14,"i wol persevere, i nam nat precious."
14,15,in wyfhode i wol use myn instrument
14,16,as frely as my maker hath it sent. 
14,17,"if i be daungerous, god yeve me sorwe!"
14,18,"myn housbond shal it have bothe eve and morwe,"
14,19,whan that him list com forth and paye his dette.
14,20,"an housbonde i wol have, i nil nat lette,"
14,21,"which shal be bothe my dettour and my thral, "
14,22,and have his tribulacioun with-al
14,23,"up-on his flessh, whyl that i am his wyf."
14,24,i have the power duringe al my lyf
14,25,"up-on his propre body, and noght he."
14,26,right thus the apostel tolde it un-to me; 
14,27,and bad our housbondes for to love us weel.
14,28,al this sentence me lyketh every-deel'—
14,0,
14,1,"up sterte the pardoner, and that anon,"
14,2,"'now dame,' quod he, 'by god and by seint iohn,"
14,3,ye been a noble prechour in this cas! 
14,4,i was aboute to wedde a wyf; allas!
14,5,what sholde i bye it on my flesh so dere?
14,6,yet hadde i lever wedde no wyf to-yere!'
14,0,
14,1,"'abyde!' quod she, 'my tale is nat bigonne;"
14,2,"nay, thou shalt drinken of another tonne "
14,3,"er that i go, shal savoure wors than ale."
14,4,and whan that i have told thee forth my tale
14,5,"of tribulacioun in mariage,"
14,6,"of which i am expert in al myn age,"
14,7,"this to seyn, my-self have been the whippe;— "
14,8,than maystow chese whether thou wolt sippe
14,9,of thilke tonne that i shal abroche.
14,10,"be war of it, er thou to ny approche;"
14,11,for i shal telle ensamples mo than ten.
14,12,"who-so that nil be war by othere men, "
14,13,by him shul othere men corrected be.
14,14,the same wordes wryteth ptholomee;
14,15,"rede in his almageste, and take it there.'"
14,0,
14,1,"'dame, i wolde praye yow, if your wil it were,'"
14,2,"seyde this pardoner, 'as ye bigan, "
14,3,"telle forth your tale, spareth for no man,"
14,4,and teche us yonge men of your praktike.'
14,0,
14,1,"'gladly,' quod she, 'sith it may yow lyke."
14,2,"but yet i praye to al this companye,"
14,3,"if that i speke after my fantasye, "
14,4,as taketh not a-grief of that i seye;
14,5,for myn entente nis but for to pleye.
14,0,
14,1,"now sires, now wol i telle forth my tale.—"
14,2,"as ever mote i drinken wyn or ale,"
14,3,"i shal seye sooth, tho housbondes that i hadde, "
14,4,as three of hem were gode and two were badde.
14,5,"the three men were gode, and riche, and olde;"
14,6,unnethe mighte they the statut holde
14,7,in which that they were bounden un-to me.
14,8,"ye woot wel what i mene of this, pardee! "
14,9,"as help me god, i laughe whan i thinke"
14,10,how pitously a-night i made hem swinke;
14,11,"and by my fey, i tolde of it no stoor."
14,12,they had me yeven hir gold and hir tresoor;
14,13,me neded nat do lenger diligence 
14,14,"to winne hir love, or doon hem reverence."
14,15,"they loved me so wel, by god above,"
14,16,that i ne tolde no deyntee of hir love!
14,17,a wys womman wol sette hir ever in oon
14,18,"to gete hir love, ther as she hath noon. "
14,19,"but sith i hadde hem hoolly in myn hond,"
14,20,"and sith they hadde me yeven all hir lond,"
14,21,"what sholde i taken hede hem for to plese,"
14,22,but it were for my profit and myn ese?
14,23,"i sette hem so a-werke, by my fey, "
14,24,"that many a night they songen ""weilawey!"""
14,25,"the bacoun was nat fet for hem, i trowe,"
14,26,that som men han in essex at dunmowe.
14,27,"i governed hem so wel, after my lawe,"
14,28,that ech of hem ful blisful was and fawe 
14,29,to bringe me gaye thinges fro the fayre.
14,30,they were ful glad whan i spak to hem fayre;
14,31,"for god it woot, i chidde hem spitously."
14,0,
14,1,"now herkneth, how i bar me proprely,"
14,2,"ye wyse wyves, that can understonde. "
14,0,
14,1,thus shul ye speke and bere hem wrong on honde;
14,2,for half so boldely can ther no man
14,3,swere and lyen as a womman can.
14,4,"i sey nat this by wyves that ben wyse,"
14,5,but-if it be whan they hem misavyse. 
14,6,"a wys wyf, if that she can hir good,"
14,7,"shal beren him on hond the cow is wood,"
14,8,and take witnesse of hir owene mayde
14,9,of hir assent; but herkneth how i sayde.
14,0,
14,1,"'sir olde kaynard, is this thyn array? "
14,2,why is my neighebores wyf so gay?
14,3,she is honoured over-al ther she goth;
14,4,"i sitte at hoom, i have no thrifty cloth."
14,5,what dostow at my neighebores hous?
14,6,is she so fair? artow so amorous? 
14,7,what rowne ye with our mayde? benedicite!
14,8,"sir olde lechour, lat thy iapes be!"
14,9,"and if i have a gossib or a freend,"
14,10,"with-outen gilt, thou chydest as a feend,"
14,11,if that i walke or pleye un-to his hous! 
14,12,"thou comest hoom as dronken as a mous,"
14,13,"and prechest on thy bench, with yvel preef!"
14,14,"thou seist to me, it is a greet meschief"
14,15,"to wedde a povre womman, for costage;"
14,16,"and if that she be riche, of heigh parage, "
14,17,than seistow that it is a tormentrye
14,18,to suffre hir pryde and hir malencolye.
14,19,"and if that she be fair, thou verray knave,"
14,20,thou seyst that every holour wol hir have;
14,21,"she may no whyle in chastitee abyde, "
14,22,that is assailled up-on ech a syde.
14,0,
14,1,"thou seyst, som folk desyre us for richesse,"
14,2,"somme for our shap, and somme for our fairnesse;"
14,3,"and som, for she can outher singe or daunce,"
14,4,"and som, for gentillesse and daliaunce; "
14,5,"som, for hir handes and hir armes smale;"
14,6,thus goth al to the devel by thy tale.
14,7,"thou seyst, men may nat kepe a castel-wal;"
14,8,it may so longe assailled been over-al.
14,0,
14,1,"and if that she be foul, thou seist that she "
14,2,coveiteth every man that she may se;
14,3,"for as a spaynel she wol on him lepe,"
14,4,til that she finde som man hir to chepe;
14,5,"ne noon so grey goos goth ther in the lake,"
14,6,"as, seistow, that wol been with-oute make. "
14,7,"and seyst, it is an hard thing for to welde"
14,8,"a thing that no man wol, his thankes, helde."
14,9,"thus seistow, lorel, whan thow goost to bedde;"
14,10,"and that no wys man nedeth for to wedde,"
14,11,ne no man that entendeth un-to hevene. 
14,12,with wilde thonder-dint and firy levene
14,13,mote thy welked nekke be to-broke!
14,0,
14,1,"thow seyst that dropping houses, and eek smoke,"
14,2,"and chyding wyves, maken men to flee"
14,3,out of hir owene hous; a! benedicite! 
14,4,what eyleth swich an old man for to chyde?
14,0,
14,1,"thow seyst, we wyves wol our vyces hyde"
14,2,"til we be fast, and than we wol hem shewe;"
14,3,wel may that be a proverbe of a shrewe!
14,0,
14,1,"thou seist, that oxen, asses, hors, and houndes, "
14,2,they been assayed at diverse stoundes;
14,3,"bacins, lavours, er that men hem bye,"
14,4,"spones and stoles, and al swich housbondrye,"
14,5,"and so been pottes, clothes, and array;"
14,6,but folk of wyves maken noon assay 
14,7,til they be wedded; olde dotard shrewe!
14,8,"and than, seistow, we wol oure vices shewe."
14,0,
14,1,"thou seist also, that it displeseth me"
14,2,"but-if that thou wolt preyse my beautee,"
14,3,"and but thou poure alwey up-on my face, "
14,4,"and clepe me ""faire dame"" in every place;"
14,5,and but thou make a feste on thilke day
14,6,"that i was born, and make me fresh and gay,"
14,7,"and but thou do to my norice honour,"
14,8,"and to my chamberere with-inne my bour, "
14,9,and to my fadres folk and his allyes;—
14,10,"thus seistow, olde barel ful of lyes!"
14,0,
14,1,"and yet of our apprentice ianekyn,"
14,2,"for his crisp heer, shyninge as gold so fyn,"
14,3,"and for he squiereth me bothe up and doun, "
14,4,yet hastow caught a fals suspecioun;
14,5,"i wol hym noght, thogh thou were deed to-morwe."
14,0,
14,1,"but tel me this, why hydestow, with sorwe,"
14,2,the keyes of thy cheste awey fro me?
14,3,"it is my good as wel as thyn, pardee. "
