i0,i2,textstring
15,13,and with an arwe he slow the child right there: 
15,14,'now whether have i a siker hand or noon?'
15,15,"quod he, 'is al my might and minde agoon? "
15,16,hath wyn bireved me myn eyen sight?'
15,0,
15,1,what sholde i telle thanswere of the knight?
15,2,"his sone was slayn, ther is na-more to seye."
15,3,beth war therfor with lordes how ye pleye.
15,4,"singeth placebo, and i shal, if i can, "
15,5,but if it be un-to a povre man.
15,6,"to a povre man men sholde hise vyces telle,"
15,7,"but nat to a lord, thogh he sholde go to helle. "
15,0,
15,1,"lo irous cirus, thilke percien,"
15,2,"how he destroyed the river of gysen, "
15,3,"for that an hors of his was dreynt ther-inne,"
15,4,whan that he wente babiloigne to winne.
15,5,"he made that the river was so smal,"
15,6,that wommen mighte wade it over al.
15,7,"lo, what seyde he, that so wel teche can? "
15,8,"""ne be no felawe to an irous man,"
15,9,"ne with no wood man walke by the weye,"
15,10,"lest thee repente;"" ther is na-more to seye. "
15,0,
15,1,"now thomas, leve brother, lef thyn ire;"
15,2,thou shall me finde as iust as is a squire. 
15,3,hold nat the develes knyf ay at thyn herte;
15,4,thyn angre dooth thee al to sore smerte;
15,5,but shewe to me al thy confessioun.'
15,0,
15,1,"'nay,' quod the syke man, 'by seint simoun!"
15,2,i have be shriven this day at my curat; 
15,3,i have him told al hoolly myn estat;
15,4,"nedeth na-more to speke of it,' seith he,"
15,5,'but if me list of myn humilitee.' 
15,0,
15,1,"'yif me thanne of thy gold, to make our cloistre,'"
15,2,"quod he, 'for many a muscle and many an oistre, "
15,3,"whan other men han ben ful wel at eyse,"
15,4,"hath been our fode, our cloistre for to reyse."
15,5,"and yet, god woot, unnethe the fundement"
15,6,"parfourned is, ne of our pavement"
15,7,nis nat a tyle yet with-inne our wones; 
15,8,"by god, we owen fourty pound for stones!"
15,9,"now help, thomas, for him that harwed helle!"
15,10,for elles moste we our bokes selle. 
15,11,"and if ye lakke our predicacioun,"
15,12,than gooth the world al to destruccioun. 
15,13,"for who-so wolde us fro this world bireve,"
15,14,"so god me save, thomas, by your leve,"
15,15,he wolde bireve out of this world the sonne.
15,16,for who can teche and werchen as we conne?
15,17,"and that is nat of litel tyme,' quod he; "
15,18,"'but sith that elie was, or elisee,"
15,19,"han freres been, that finde i of record,"
15,20,"in charitee, y-thanked be our lord. "
15,21,"now thomas, help, for seinte charitee!'"
15,22,and doun anon he sette him on his knee. 
15,0,
15,1,this syke man wex wel ny wood for ire;
15,2,he wolde that the frere had been on-fire
15,3,with his false dissimulacioun.
15,4,"'swich thing as is in my possessioun,'"
15,5,"quod he, 'that may i yeven, and non other. "
15,6,"ye sey me thus, how that i am your brother?'"
15,0,
15,1,"'ye, certes,' quod the frere, 'trusteth weel;"
15,2,i took our dame our lettre with our seel.' 
15,0,
15,1,"'now wel,' quod he, 'and som-what shal i yive"
15,2,"un-to your holy covent whyl i live, "
15,3,and in thyn hand thou shalt it have anoon;
15,4,"on this condicioun, and other noon,"
15,5,"that thou departe it so, my dere brother,"
15,6,that every frere have also muche as other.
15,7,"this shaltou swere on thy professioun, "
15,8,with-outen fraude or cavillacioun.'
15,0,
15,1,"'i swere it,' quod this frere, 'upon my feith!'"
15,2,and ther-with-al his hand in his he leith: 
15,3,"'lo, heer my feith! in me shal be no lak.'"
15,0,
15,1,"'now thanne, put thyn hand doun by my bak,' "
15,2,"seyde this man, 'and grope wel bihinde;"
15,3,bynethe my buttok ther shaltow finde
15,4,a thing that i have hid in privetee.'
15,0,
15,1,"'a!' thoghte this frere, 'this shal go with me!'"
15,2,"and doun his hand he launcheth to the clifte, "
15,3,in hope for to finde ther a yifte.
15,4,and whan this syke man felte this frere
15,5,"aboute his tuwel grope there and here, "
15,6,amidde his hand he leet the frere a fart.
15,7,"ther nis no capul, drawinge in a cart, "
15,8,that mighte have lete a fart of swich a soun.
15,0,
15,1,'the frere up stirte as doth a wood leoun:
15,2,"'a! false cherl,' quod he, 'for goddes bones,"
15,3,"this hastow for despyt doon, for the nones!"
15,4,"thou shalt abye this fart, if that i may!' "
15,0,
15,1,"his meynee, whiche that herden this affray,"
15,2,"cam lepinge in, and chaced out the frere;"
15,3,"and forth he gooth, with a ful angry chere, "
15,4,"and fette his felawe, ther-as lay his stoor."
15,5,he looked as it were a wilde boor; 
15,6,"he grinte with his teeth, so was he wrooth."
15,7,"a sturdy pas doun to the court he gooth,"
15,8,"wher-as ther woned a man of greet honour,"
15,9,to whom that he was alwey confessour;
15,10,this worthy man was lord of that village. 
15,11,"this frere cam, as he were in a rage,"
15,12,wher-as this lord sat eting at his bord.
15,13,"unnethes mighte the frere speke a word, "
15,14,til atte laste he seyde: 'god yow see!'
15,0,
15,1,"this lord gan loke, and seide, 'benedicite! "
15,2,"what, frere iohn, what maner world is this?"
15,3,i see wel that som thing ther is amis.
15,4,"ye loken as the wode were ful of thevis,"
15,5,"sit doun anon, and tel me what your greef is,"
15,6,"and it shal been amended, if i may.' "
15,0,
15,1,"'i have,' quod he, 'had a despyt this day,"
15,2,"god yelde yow! adoun in your village,"
15,3,"that in this world is noon so povre a page, "
15,4,that he nolde have abhominacioun
15,5,of that i have receyved in your toun. 
15,6,"and yet ne greveth me no-thing so sore,"
15,7,"as that this olde cherl, with lokkes hore,"
15,8,blasphemed hath our holy covent eke.'
15,0,
15,1,"'now, maister,' quod this lord, 'i yow biseke.'"
15,0,
15,1,"'no maister, sire,' quod he, 'but servitour, "
15,2,thogh i have had in scole swich honour.
15,3,"god lyketh nat that ""raby"" men us calle,"
15,4,neither in market ne in your large halle.' 
15,0,
15,1,"'no fors,' quod he, 'but tel me al your grief.'"
15,0,
15,1,"'sire,' quod this frere, 'an odious meschief "
15,2,"this day bitid is to myn ordre and me,"
15,3,and so per consequens to ech degree
15,4,"of holy chirche, god amende it sone!'"
15,0,
15,1,"'sir,' quod the lord, 'ye woot what is to done."
15,2,"distempre yow noght, ye be my confessour; "
15,3,ye been the salt of the erthe and the savour.
15,4,for goddes love your pacience ye holde;
15,5,"tel me your grief:' and he anon him tolde, "
15,6,"as ye han herd biforn, ye woot wel what."
15,0,
15,1,"the lady of the hous ay stille sat, "
15,2,til she had herd al what the frere sayde:
15,3,"'ey, goddes moder,' quod she, 'blisful mayde!"
15,4,is ther oght elles? telle me faithfully.'
15,0,
15,1,"'madame,' quod he, 'how thinketh yow her-by?'"
15,0,
15,1,"'how that me thinketh?' quod she; 'so god me speede,"
15,2,"i seye, a cherl hath doon a cherles dede."
15,3,what shold i seye? god lat him never thee!
15,4,"his syke heed is ful of vanitee, "
15,5,i hold him in a maner frenesye.'
15,0,
15,1,"'madame,' quod he, 'by god i shal nat lye; "
15,2,"but i on other weyes may be wreke,"
15,3,"i shal diffame him over-al ther i speke,"
15,4,"this false blasphemour, that charged me"
15,5,"to parte that wol nat departed be,"
15,6,"to every man y-liche, with meschaunce!' "
15,0,
15,1,"the lord sat stille as he were in a traunce,"
15,2,"and in his herte he rolled up and doun,"
15,3,'how hadde this cherl imaginacioun 
15,4,to shewe swich a probleme to the frere?
15,5,never erst er now herde i of swich matere; 
15,6,i trowe the devel putte it in his minde.
15,7,"in ars-metryke shal ther no man finde,"
15,8,"biforn this day, of swich a questioun."
15,9,"who sholde make a demonstracioun,"
15,10,that every man sholde have y-liche his part 
15,11,as of the soun or savour of a fart?
15,12,"o nyce proude cherl, i shrewe his face!"
15,13,"lo, sires,' quod the lord, with harde grace, "
15,14,'who ever herde of swich a thing er now?
15,15,to every man y-lyke? tel me how? 
15,16,"it is an inpossible, it may nat be!"
15,17,"ey, nyce cherl, god lete him never thee!"
15,18,"the rumblinge of a fart, and every soun,"
15,19,"nis but of eir reverberacioun,"
15,20,and ever it wasteth lyte and lyte awey. 
15,21,"ther is no man can demen, by my fey,"
15,22,if that it were departed equally.
15,23,"what, lo, my cherl, lo, yet how shrewedly "
15,24,un-to my confessour to-day he spak!
15,25,i holde him certeyn a demoniak! 
15,26,"now ete your mete, and lat the cherl go pleye,"
15,27,"lat him go honge himself, a devel weye!'"
15,0,
15,1,"now stood the lordes squyer at the bord,"
15,2,"that carf his mete, and herde, word by word,"
15,3,of alle thinges of which i have yow sayd. 
15,4,"'my lord,' quod he, 'be ye nat yvel apayd;"
15,5,"i coude telle, for a goune-clooth,"
15,6,"to yow, sir frere, so ye be nat wrooth, "
15,7,how that this fart sholde even deled be
15,8,"among your covent, if it lyked me.' "
15,0,
15,1,"'tel,' quod the lord, 'and thou shall have anon"
15,2,"a goune-cloth, by god and by seint iohn!'"
15,0,
15,1,"'my lord,' quod he, 'whan that the weder is fair,"
15,2,"with-outen wind or perturbinge of air,"
15,3,"lat bringe a cartwheel here in-to this halle, "
15,4,but loke that it have his spokes alle.
15,5,twelf spokes hath a cartwheel comunly.
15,6,"and bring me than twelf freres, woot ye why? "
15,7,"for thrittene is a covent, as i gesse."
15,8,"the confessour heer, for his worthinesse, "
15,9,shal parfourne up the nombre of his covent.
15,10,"than shal they knele doun, by oon assent,"
15,11,"and to every spokes ende, in this manere,"
15,12,ful sadly leye his nose shal a frere.
15,13,"your noble confessour, ther god him save, "
15,14,"shal holde his nose upright, under the nave."
15,15,"than shal this cherl, with bely stif and toght"
15,16,"as any tabour, hider been y-broght; "
15,17,"and sette him on the wheel right of this cart,"
15,18,"upon the nave, and make him lete a fart. "
15,19,"and ye shul seen, up peril of my lyf,"
15,20,"by preve which that is demonstratif,"
15,21,"that equally the soun of it wol wende,"
15,22,"and eek the stink, un-to the spokes ende;"
15,23,"save that this worthy man, your confessour, "
15,24,"by-cause he is a man of greet honour,"
15,25,"shal have the firste fruit, as reson is;"
15,26,"the noble usage of freres yet is this, "
15,27,the worthy men of hem shul first be served;
15,28,"and certeinly, he hath it weel deserved. "
15,29,he hath to-day taught us so muchel good
15,30,"with preching in the pulpit ther he stood,"
15,31,"that i may vouche-sauf, i sey for me,"
15,32,"he hadde the firste smel of fartes three,"
15,33,and so wolde al his covent hardily; 
15,34,he bereth him so faire and holily.'
15,0,
15,1,"the lord, the lady, and ech man, save the frere,"
15,2,"seyde that iankin spak, in this matere, "
15,3,as wel as euclide or as ptholomee.
15,4,"touchinge this cherl, they seyde, subtiltee "
15,5,and heigh wit made him speken as he spak;
15,6,"he nis no fool, ne no demoniak."
15,7,and iankin hath y-wonne a newe goune.—
15,8,my tale is doon; we been almost at toune. 
15,0,
15,1,here endeth the somnours tale.
15,0,
15,1,
15,0,
15,1,here folweth the prologe of the clerkes tale of oxenford.
15,0,
15,1,"'sir clerk of oxenford,' our hoste sayde,"
15,2,"'ye ryde as coy and stille as dooth a mayde,"
15,3,"were newe spoused, sitting at the bord;"
15,4,this day ne herde i of your tonge a word.
15,5,"i trowe ye studie aboute som sophyme, "
15,6,"but salomon seith, ""every thing hath tyme."""
15,0,
15,1,"for goddes sake, as beth of bettre chere,"
15,2,it is no tyme for to studien here.
15,3,"telle us som mery tale, by your fey;"
15,4,"for what man that is entred in a pley, "
15,5,he nedes moot unto the pley assente.
15,6,"but precheth nat, as freres doon in lente,"
15,7,"to make us for our olde sinnes wepe,"
15,8,ne that thy tale make us nat to slepe.
15,0,
15,1,telle us som mery thing of aventures;— 
15,2,"your termes, your colours, and your figures,"
15,3,kepe hem in stoor til so be ye endyte
15,4,"heigh style, as whan that men to kinges wryte."
15,5,"speketh so pleyn at this tyme, i yow preye,"
15,6,that we may understonde what ye seye.' 
15,0,
15,1,"this worthy clerk benignely answerde,"
15,2,"'hoste,' quod he, 'i am under your yerde;"
15,3,"ye han of us as now the governaunce,"
15,4,"and therfor wol i do yow obeisaunce,"
15,5,"as fer as reson axeth, hardily. "
15,6,i wol yow telle a tale which that i
15,7,"lerned at padowe of a worthy clerk,"
15,8,as preved by his wordes and his werk.
15,9,"he is now deed and nayled in his cheste,"
15,10,i prey to god so yeve his soule reste! 
15,0,
15,1,"fraunceys petrark, the laureat poete,"
15,2,"highte this clerk, whos rethoryke sweete"
15,3,"enlumined al itaille of poetrye,"
15,4,as linian dide of philosophye
15,5,"or lawe, or other art particuler; "
15,6,"but deeth, that wol nat suffre us dwellen heer"
15,7,"but as it were a twinkling of an yë,"
15,8,"hem bothe hath slayn, and alle shul we dyë."
15,0,
15,1,"but forth to tellen of this worthy man,"
15,2,"that taughte me this tale, as i bigan, "
15,3,"i seye that first with heigh style he endyteth,"
15,4,"er he the body of his tale wryteth,"
15,5,"a proheme, in the which discryveth he"
15,6,"pemond, and of saluces the contree,"
15,7,"and speketh of apennyn, the hilles hye, "
15,8,"that been the boundes of west lumbardye,"
15,9,"and of mount vesulus in special,"
15,10,"where as the poo, out of a welle smal,"
15,11,"taketh his firste springing and his sours,"
15,12,that estward ay encresseth in his cours 
15,13,"to emelward, to ferrare, and venyse:"
15,14,the which a long thing were to devyse.
15,15,"and trewely, as to my iugement,"
15,16,"me thinketh it a thing impertinent,"
15,17,save that he wol convey en his matere: 
15,18,"but this his tale, which that ye may here.'"
15,0,
15,1,
16,0,
16,1,here biginneth the tale of the clerk of oxenford.
16,0,
16,1,"ther is, at the west syde of itaille,"
16,2,"doun at the rote of vesulus the colde,"
16,3,"a lusty playne, habundant of vitaille,"
16,4,"wher many a tour and toun thou mayst biholde, "
16,5,"that founded were in tyme of fadres olde,"
16,6,"and many another delitable sighte,"
16,7,and saluces this noble contree highte.
16,0,
16,1,"a markis whylom lord was of that londe,"
16,2,as were his worthy eldres him bifore; 
16,3,and obeisant and redy to his honde 
16,4,"were alle his liges, bothe lasse and more."
16,5,"thus in delyt he liveth, and hath don yore,"
16,6,"biloved and drad, thurgh favour of fortune,"
16,7,bothe of his lordes and of his commune. 
16,0,
16,1,"therwith he was, to speke as of linage,"
16,2,"the gentilleste y-born of lumbardye,"
16,3,"a fair persone, and strong, and yong of age,"
16,4,and ful of honour and of curteisye;
16,5,"discreet y-nogh his contree for to gye, "
16,6,"save in somme thinges that he was to blame, "
16,7,and walter was this yonge lordes name.
16,0,
16,1,"i blame him thus, that he considereth noght"
16,2,"in tyme cominge what mighte him bityde,"
16,3,"but on his lust present was al his thoght, "
16,4,as for to hauke and hunte on every syde;
16,5,"wel ny alle othere cures leet he slyde,"
16,6,"and eek he nolde, and that was worst of alle,"
16,7,"wedde no wyf, for noght that may bifalle."
16,0,
16,1,"only that point his peple bar so sore, "
16,2,"that flokmele on a day they to him wente, "
16,3,"and oon of hem, that wysest was of lore,"
16,4,or elles that the lord best wolde assente
16,5,"that he sholde telle him what his peple mente,"
16,6,"or elles coude he shewe wel swich matere, "
16,7,he to the markis seyde as ye shul here.
16,0,
16,1,"'o noble markis, your humanitee"
16,2,"assureth us and yeveth us hardinesse,"
16,3,as ofte as tyme is of necessitee
16,4,that we to yow mowe telle our hevinesse; 
16,5,"accepteth, lord, now for your gentillesse, "
16,6,"that we with pitous herte un-to yow pleyne,"
16,7,and lete your eres nat my voys disdeyne.
16,0,
16,1,al have i noght to done in this matere
16,2,"more than another man hath in this place, "
16,3,"yet for as muche as ye, my lord so dere,"
16,4,"han alwey shewed me favour and grace,"
16,5,i dar the better aske of yow a space
16,6,"of audience, to shewen our requeste,"
16,7,"and ye, my lord, to doon right as yow leste. "
16,0,
16,1,"for certes, lord, so wel us lyketh yow "
16,2,"and al your werk and ever han doon, that we"
16,3,ne coude nat us self devysen how
16,4,"we mighte liven in more felicitee,"
16,5,"save o thing, lord, if it your wille be, "
16,6,"that for to been a wedded man yow leste,"
16,7,than were your peple in sovereyn hertes reste.
16,0,
16,1,boweth your nekke under that blisful yok
16,2,"of soveraynetee, noght of servyse,"
16,3,which that men clepeth spousaille or wedlok; 
16,4,"and thenketh, lord, among your thoghtes wyse, "
16,5,how that our dayes passe in sondry wyse;
16,6,"for though we slepe or wake, or rome, or ryde,"
16,7,"ay fleeth the tyme, it nil no man abyde."
16,0,
16,1,"and though your grene youthe floure as yit, "
16,2,"in crepeth age alwey, as stille as stoon,"
16,3,"and deeth manaceth every age, and smit"
16,4,"in ech estaat, for ther escapeth noon:"
16,5,and al so certein as we knowe echoon
16,6,"that we shul deye, as uncerteyn we alle "
16,7,been of that day whan deeth shal on us falle. 
16,0,
16,1,"accepteth than of us the trewe entente,"
16,2,"that never yet refuseden your heste,"
16,3,"and we wol, lord, if that ye wol assente,"
16,4,"chese yow a wyf in short tyme, atte leste, "
16,5,born of the gentilleste and of the meste
16,6,"of al this lond, so that it oghte seme"
16,7,"honour to god and yow, as we can deme."
16,0,
16,1,"deliver us out of al this bisy drede,"
16,2,"and tak a wyf, for hye goddes sake; "
16,3,"for if it so bifelle, as god forbede, "
16,4,"that thurgh your deeth your linage sholde slake,"
16,5,and that a straunge successour sholde take
16,6,"your heritage, o! wo were us alyve!"
16,7,wherfor we pray you hastily to wyve.' 
16,0,
16,1,hir meke preyere and hir pitous chere
16,2,made the markis herte han pitee.
16,3,"'ye wol,' quod he, 'myn owene peple dere,"
16,4,to that i never erst thoghte streyne me.
16,5,"i me reioysed of my libertee, "
16,6,that selde tyme is founde in mariage; 
16,7,"ther i was free, i moot been in servage."
16,0,
16,1,"but nathelees i see your trewe entente,"
16,2,"and truste upon your wit, and have don ay;"
16,3,wherfor of my free wil i wol assente 
16,4,"to wedde me, as sone as ever i may."
16,5,but ther-as ye han profred me to-day
16,6,"to chese me a wyf, i yow relesse"
16,7,"that choys, and prey yow of that profre cesse."
16,0,
16,1,"for god it woot, that children ofte been "
16,2,unlyk her worthy eldres hem bifore; 
16,3,"bountee comth al of god, nat of the streen"
16,4,of which they been engendred and y-bore;
16,5,"i truste in goddes bountee, and therfore"
16,6,my mariage and myn estaat and reste 
16,7,i him bitake; he may don as him leste.
16,0,
16,1,"lat me alone in chesinge of my wyf,"
16,2,that charge up-on my bak i wol endure;
16,3,"but i yow preye, and charge up-on your lyf,"
16,4,"that what wyf that i take, ye me assure "
16,5,"to worshipe hir, whyl that hir lyf may dure, "
16,6,"in word and werk, bothe here and everywhere,"
16,7,as she an emperoures doghter were.
16,0,
16,1,"and forthermore, this shal ye swere, that ye"
16,2,agayn my choys shul neither grucche ne stryve; 
16,3,for sith i shal forgoon my libertee
16,4,"at your requeste, as ever moot i thryve,"
16,5,"ther as myn herte is set, ther wol i wyve;"
16,6,"and but ye wole assente in swich manere,"
16,7,"i prey yow, speketh na-more of this matere.' "
16,0,
16,1,"with hertly wil they sworen, and assenten "
16,2,"to al this thing, ther seyde no wight nay;"
16,3,"bisekinge him of grace, er that they wenten,"
16,4,that he wolde graunten hem a certein day
16,5,"of his spousaille, as sone as ever he may; "
16,6,for yet alwey the peple som-what dredde
16,7,lest that this markis no wyf wolde wedde.
16,0,
16,1,"he graunted hem a day, swich as him leste,"
16,2,"on which he wolde be wedded sikerly,"
16,3,"and seyde, he dide al this at hir requeste; "
16,4,"and they, with humble entente, buxomly, "
16,5,knelinge up-on her knees ful reverently
16,6,"him thanken alle, and thus they han an ende"
16,7,"of hir entente, and hoom agayn they wende."
16,0,
16,1,and heer-up-on he to his officeres 
16,2,"comaundeth for the feste to purveye,"
16,3,and to his privee knightes and squyeres
16,4,"swich charge yaf, as him liste on hem leye;"
16,5,"and they to his comandement obeye,"
16,6,and ech of hem doth al his diligence 
16,7,to doon un-to the feste reverence. 
16,0,
16,1,explicit prima pars. incipit secunda pars.
16,0,
16,1,noght fer fro thilke paleys honurable
16,2,"ther-as this markis shoop his mariage,"
16,3,"ther stood a throp, of site delitable,"
16,4,in which that povre folk of that village 
16,5,"hadden hir bestes and hir herbergage,"
16,6,and of hir labour took hir sustenance
16,7,after that the erthe yaf hem habundance.
16,0,
16,1,amonges thise povre folk ther dwelte a man
16,2,which that was holden povrest of hem alle; 
16,3,but hye god som tyme senden can 
16,4,his grace in-to a litel oxes stalle:
16,5,ianicula men of that throp him calle.
16,6,"a doghter hadde he, fair y-nogh to sighte,"
16,7,and grisildis this yonge mayden highte. 
16,0,
16,1,"but for to speke of vertuous beautee,"
16,2,than was she oon the faireste under sonne;
16,3,"for povreliche y-fostred up was she,"
16,4,no likerous lust was thurgh hir herte y-ronne;
16,5,wel ofter of the welle than of the tonne 
16,6,"she drank, and for she wolde vertu plese, "
16,7,"she knew wel labour, but non ydel ese."
16,0,
16,1,"but thogh this mayde tendre were of age,"
16,2,yet in the brest of hir virginitee
16,3,ther was enclosed rype and sad corage; 
16,4,and in greet reverence and charitee
16,5,hir olde povre fader fostred she;
16,6,"a fewe sheep spinning on feeld she kepte,"
16,7,she wolde noght been ydel til she slepte.
16,0,
16,1,"and whan she hoomward cam, she wolde bringe "
16,2,"wortes or othere herbes tymes ofte, "
16,3,"the whiche she shredde and seeth for hir livinge,"
16,4,and made hir bed ful harde and no-thing softe;
16,5,and ay she kepte hir fadres lyf on-lofte
16,6,with everich obeisaunce and diligence 
16,7,that child may doon to fadres reverence.
16,0,
16,1,"up-on grisilde, this povre creature,"
16,2,ful ofte sythe this markis sette his yë
16,3,as he on hunting rood paraventure;
16,4,"and whan it fil that he mighte hir espye, "
16,5,he noght with wantoun loking of folye 
16,6,"his yën caste on hir, but in sad wyse"
16,7,"up-on hir chere he wolde him ofte avyse,"
16,0,
16,1,"commending in his herte hir wommanhede,"
16,2,"and eek hir vertu, passing any wight "
16,3,"of so yong age, as wel in chere as dede."
16,4,for thogh the peple have no greet insight
16,5,"in vertu, he considered ful right"
16,6,"hir bountee, and disposed that he wolde"
16,7,"wedde hir only, if ever he wedde sholde. "
16,0,
16,1,"the day of wedding cam, but no wight can "
16,2,telle what womman that it sholde be;
16,3,"for which merveille wondred many a man,"
16,4,"and seyden, whan they were in privetee,"
16,5,'wol nat our lord yet leve his vanitee? 
16,6,"wol he nat wedde? allas, allas the whyle!"
16,7,why wol he thus him-self and us bigyle?'
16,0,
16,1,but natheles this markis hath don make
16,2,"of gemmes, set in gold and in asure,"
16,3,"broches and ringes, for grisildis sake, "
16,4,and of hir clothing took he the mesure 
16,5,"by a mayde, lyk to hir stature,"
16,6,and eek of othere ornamentes alle
16,7,that un-to swich a wedding sholde falle.
16,0,
16,1,the tyme of undern of the same day 
16,2,"approcheth, that this wedding sholde be;"
16,3,"and al the paleys put was in array,"
16,4,"bothe halle and chambres, ech in his degree;"
16,5,houses of office stuffed with plentee
16,6,"ther maystow seen of deyntevous vitaille, "
16,7,"that may be founde, as fer as last itaille. "
16,0,
16,1,"this royal markis, richely arrayed,"
16,2,"lordes and ladyes in his companye,"
16,3,"the whiche unto the feste were y-prayed,"
16,4,"and of his retenue the bachelrye, "
16,5,"with many a soun of sondry melodye,"
16,6,"un-to the village, of the which i tolde,"
16,7,in this array the righte wey han holde.
16,0,
16,1,"grisilde of this, god woot, ful innocent,"
16,2,"that for hir shapen was al this array, "
16,3,"to fecchen water at a welle is went, "
16,4,and cometh hoom as sone as ever she may.
16,5,"for wel she hadde herd seyd, that thilke day"
16,6,"the markis sholde wedde, and, if she mighte,"
16,7,she wolde fayn han seyn som of that sighte. 
16,0,
16,1,"she thoghte, 'i wol with othere maydens stonde,"
16,2,"that been my felawes, in our dore, and see"
16,3,"the markisesse, and therfor wol i fonde"
16,4,"to doon at hoom, as sone as it may be,"
16,5,the labour which that longeth un-to me; 
16,6,"and than i may at leyser hir biholde, "
16,7,if she this wey un-to the castel holde.'
16,0,
16,1,"and as she wolde over hir threshfold goon,"
16,2,the markis cam and gan hir for to calle;
16,3,and she sette doun hir water-pot anoon 
16,4,"bisyde the threshfold, in an oxes stalle,"
16,5,"and doun up-on hir knees she gan to falle,"
16,6,and with sad contenance kneleth stille
16,7,til she had herd what was the lordes wille.
16,0,
16,1,this thoghtful markis spak un-to this mayde 
16,2,"ful sobrely, and seyde in this manere, "
16,3,"'wher is your fader, grisildis?' he sayde,"
16,4,"and she with reverence, in humble chere,"
16,5,"answerde, 'lord, he is al redy here.'"
16,6,"and in she gooth with-outen lenger lette, "
16,7,and to the markis she hir fader fette.
16,0,
16,1,"he by the hond than took this olde man,"
16,2,"and seyde thus, whan he him hadde asyde,"
16,3,"'ianicula, i neither may ne can"
16,4,lenger the plesance of myn herte hyde. 
16,5,"if that thou vouche-sauf, what-so bityde, "
16,6,"thy doghter wol i take, er that i wende,"
16,7,"as for my wyf, un-to hir lyves ende."
16,0,
16,1,"thou lovest me, i woot it wel, certeyn,"
16,2,and art my feithful lige man y-bore; 
16,3,"and al that lyketh me, i dar wel seyn"
16,4,"it lyketh thee, and specially therfore"
16,5,"tel me that poynt that i have seyd bifore,"
16,6,"if that thou wolt un-to that purpos drawe,"
16,7,to take me as for thy sone-in-lawe?' 
16,0,
16,1,"this sodeyn cas this man astoned so, "
16,2,"that reed he wex, abayst, and al quaking"
16,3,"he stood unnethes seyde he wordes mo,"
16,4,"but only thus: 'lord,' quod he, 'my willing"
16,5,"is as ye wole, ne ayeines your lyking "
16,6,i wol no-thing; ye be my lord so dere;
16,7,right as yow lust governeth this matere.'
16,0,
16,1,"'yet wol i,' quod this markis softely,"
16,2,'that in thy chambre i and thou and she
16,3,"have a collacion, and wostow why? "
16,4,for i wol axe if it hir wille be 
16,5,"to be my wyf, and reule hir after me;"
16,6,"and al this shal be doon in thy presence,"
16,7,i wol noght speke out of thyn audience.'
16,0,
16,1,and in the chambre whyl they were aboute 
16,2,"hir tretis, which as ye shal after here,"
16,3,"the peple cam un-to the hous with-oute,"
16,4,and wondred hem in how honest manere
16,5,and tentifly she kepte hir fader dere.
16,6,"but outerly grisildis wondre mighte, "
16,7,for never erst ne saugh she swich a sighte. 
16,0,
16,1,no wonder is thogh that she were astoned
16,2,to seen so greet a gest come in that place;
16,3,"she never was to swiche gestes woned,"
16,4,for which she loked with ful pale face. 
16,5,"but shortly forth this tale for to chace,"
16,6,thise arn the wordes that the markis sayde
16,7,to this benigne verray feithful mayde.
16,0,
16,1,"'grisilde,' he seyde, 'ye shul wel understonde"
16,2,it lyketh to your fader and to me 
16,3,"that i yow wedde, and eek it may so stonde, "
16,4,"as i suppose, ye wol that it so be."
16,5,"but thise demandes axe i first,' quod he,"
16,6,"'that, sith it shal be doon in hastif wyse,"
16,7,"wol ye assente, or elles yow avyse? "
16,0,
16,1,"i seye this, be ye redy with good herte"
16,2,"to al my lust, and that i frely may,"
16,3,"as me best thinketh, do yow laughe or smerte,"
16,4,"and never ye to grucche it, night ne day?"
16,5,"and eek whan i sey ""ye,"" ne sey nat ""nay,"" "
16,6,neither by word ne frowning contenance; 
16,7,"swer this, and here i swere our alliance.'"
16,0,
16,1,"wondring upon this word, quaking for drede,"
16,2,"she seyde, 'lord, undigne and unworthy"
16,3,am i to thilke honour that ye me bede; 
16,4,"but as ye wol your-self, right so wol i."
16,5,and heer i swere that never willingly
16,6,"in werk ne thoght i nil yow disobeye,"
16,7,"for to be deed, though me were looth to deye.'"
16,0,
16,1,"'this is y-nogh, grisilde myn!' quod he. "
16,2,and forth he gooth with a ful sobre chere 
16,3,"out at the dore, and after that cam she,"
16,4,"and to the peple he seyde in this manere,"
16,5,"'this is my wyf,' quod he, 'that standeth here."
16,6,"honoureth hir, and loveth hir, i preye, "
16,7,who-so me loveth; ther is na-more to seye.'
16,0,
16,1,and for that no-thing of hir olde gere
16,2,"she sholde bringe in-to his hous, he bad"
16,3,that wommen sholde dispoilen hir right there;
16,4,of which thise ladyes were nat right glad 
16,5,to handle hir clothes wher-in she was clad. 
16,6,but natheles this mayde bright of hewe
16,7,fro foot to heed they clothed han al newe.
16,0,
16,1,"hir heres han they kembd, that lay untressed"
16,2,"ful rudely, and with hir fingres smale "
16,3,"a corone on hir heed they han y-dressed,"
16,4,and sette hir ful of nowches grete and smale;
16,5,of hir array what sholde i make a tale?
16,6,"unnethe the peple hir knew for hir fairnesse,"
16,7,whan she translated was in swich richesse. 
16,0,
16,1,this markis hath hir spoused with a ring 
16,2,"broght for the same cause, and than hir sette"
16,3,"up-on an hors, snow-whyt and wel ambling,"
